SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
EDSM,Far West,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,12,129,71,90,90,92,96,100,119,261,320,335
EDSM,Far West,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,8,94,15,80,80,81,85,91,97,118,125,127
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,23,76,16,54,54,54,66,79,84,91,118,125
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,9,83,20,57,57,58,67,85,97,109,114,115
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,5,87,6,81,81,81,82,85,90,95,96,96
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,4,67,12,58,58,58,60,63,70,82,84,85
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,25,74,14,54,54,56,62,75,85,94,100,101
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,27,73,17,47,48,51,60,67,87,100,103,104
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,13,77,11,55,56,60,70,80,85,91,92,92
EDSM,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,139,87,10,65,65,72,81,87,94,105,109,111
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,1,Other Pelagic,61,93,19,60,60,66,82,93,104,118,154,164
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,2,Other Pelagic,31,90,20,59,61,65,76,89,100,114,146,160
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,3,Other Pelagic,9,84,7,76,76,76,81,84,88,95,97,98
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,7,Other Pelagic,353,38,10,25,25,26,32,37,43,48,70,143
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,8,Other Pelagic,260,46,9,28,30,33,39,44,52,59,71,85
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,9,Other Pelagic,40,51,18,33,33,35,43,46,52,67,121,146
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,10,Other Pelagic,17,80,22,43,43,45,71,77,92,114,116,116
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,11,Other Pelagic,34,93,22,61,61,65,76,88,104,132,153,157
EDSM,Far West,Pelagic Trawl,Topsmelt,FALSE,12,Other Pelagic,149,93,13,57,59,72,83,94,102,113,122,126
EDSM,West,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,1087,84,12,34,52,66,78,84,90,100,111,227
EDSM,West,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,361,86,14,28,39,68,80,85,92,106,116,195
EDSM,West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,150,86,25,31,32,34,80,86,95,113,180,200
EDSM,West,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,7213,34,6,23,25,27,30,33,36,43,55,140
EDSM,West,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,1951,41,13,22,26,28,34,39,45,64,76,315
EDSM,West,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,622,48,18,25,26,28,34,40,63,77,87,168
EDSM,West,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,857,66,15,28,32,37,58,69,77,86,95,110
EDSM,West,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,444,76,14,27,38,46,72,79,85,95,104,105
EDSM,West,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,877,78,11,35,48,57,73,80,85,96,101,113
EDSM,West,Pelagic Trawl,Chinook_Salmon,FALSE,1,Other Pelagic,33,63,44,34,34,35,37,39,46,152,160,163
EDSM,West,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,73,42,19,28,32,33,35,36,41,76,117,130
EDSM,West,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,103,56,26,29,31,34,38,44,62,115,124,124
EDSM,West,Pelagic Trawl,Chinook_Salmon,FALSE,12,Other Pelagic,15,142,45,35,35,37,140,157,165,183,185,185
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,1,Other Pelagic,40,66,4,59,59,61,63,66,68,71,73,74
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,2,Other Pelagic,12,64,5,52,53,58,62,64,68,70,71,71
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,3,Other Pelagic,2,68,7,63,63,64,66,68,70,72,73,73
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,7,Other Pelagic,36,47,8,35,35,37,40,46,54,59,60,60
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,8,Other Pelagic,39,50,7,39,39,40,46,50,54,61,65,65
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,9,Other Pelagic,52,53,5,42,43,46,48,54,57,60,61,62
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,10,Other Pelagic,55,56,5,44,45,47,53,56,60,64,67,68
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,11,Other Pelagic,14,58,6,45,46,49,55,59,61,66,68,69
EDSM,West,Pelagic Trawl,Delta_Smelt,FALSE,12,Other Pelagic,31,64,3,56,57,59,62,64,66,69,70,70
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,1,Other Pelagic,109,71,11,42,45,47,65,73,80,86,90,91
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,2,Other Pelagic,62,69,9,47,49,54,63,70,75,82,84,85
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,3,Other Pelagic,109,68,10,46,48,53,61,67,75,86,93,95
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,7,Other Pelagic,278,43,9,27,27,31,38,41,45,62,78,93
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,8,Other Pelagic,375,45,8,25,29,33,39,44,50,58,65,101
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,9,Other Pelagic,129,51,8,30,35,37,45,50,57,64,74,74
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,10,Other Pelagic,185,58,9,37,40,44,52,57,63,74,80,84
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,11,Other Pelagic,28,64,10,43,44,48,57,62,72,77,84,87
EDSM,West,Pelagic Trawl,Inland_Silverside,FALSE,12,Other Pelagic,121,69,10,39,46,56,62,70,75,85,87,103
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,1,Other Pelagic,97,76,13,55,58,63,68,74,79,103,118,132
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,48,80,12,30,46,66,74,80,85,96,103,108
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,3,Other Pelagic,17,82,9,66,66,67,74,84,85,97,98,98
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,7,Other Pelagic,14,49,14,34,34,36,43,46,53,68,88,93
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,8,Other Pelagic,4,61,24,47,47,47,48,50,62,90,96,97
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,9,Other Pelagic,10,60,10,55,55,55,55,57,60,76,86,89
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,10,Other Pelagic,23,63,11,45,46,48,54,62,70,79,91,94
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,62,69,13,52,53,56,62,65,73,100,109,113
EDSM,West,Pelagic Trawl,Longfin_Smelt,FALSE,12,Other Pelagic,152,72,13,52,54,57,65,68,75,102,107,110
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,1,Other Pelagic,5,55,18,37,37,37,39,50,73,75,75,75
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,2,Other Pelagic,2,60,28,40,40,42,50,60,70,78,80,80
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,7,Other Pelagic,524,43,11,25,26,29,35,42,50,66,75,88
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,8,Other Pelagic,532,42,11,24,25,30,36,39,43,70,76,86
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,9,Other Pelagic,487,39,7,26,27,31,35,38,40,46,78,89
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,10,Other Pelagic,1402,42,9,25,29,34,38,40,42,50,86,103
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,11,Other Pelagic,1676,42,10,25,27,31,38,41,43,51,87,91
EDSM,West,Pelagic Trawl,Northern_Anchovy,FALSE,12,Other Pelagic,164,36,7,25,25,26,31,34,40,46,54,76
EDSM,West,Pelagic Trawl,Pacific_Herring,FALSE,3,Other Pelagic,78,37,9,25,25,26,30,35,43,51,59,74
EDSM,West,Pelagic Trawl,Shimofuri_Goby,FALSE,2,Other Pelagic,9,62,17,40,40,42,51,60,70,88,90,90
EDSM,West,Pelagic Trawl,Shimofuri_Goby,FALSE,3,Other Pelagic,5,73,21,50,50,51,56,75,79,99,103,104
EDSM,West,Pelagic Trawl,Shimofuri_Goby,FALSE,7,Other Pelagic,5,61,17,40,40,42,52,59,70,82,84,85
EDSM,West,Pelagic Trawl,Shokihaze_Goby,FALSE,1,Other Pelagic,2,64,18,51,51,52,58,64,70,76,77,77
EDSM,West,Pelagic Trawl,Shokihaze_Goby,FALSE,8,Other Pelagic,2,30,5,27,27,27,29,30,32,34,34,34
EDSM,West,Pelagic Trawl,Splittail,FALSE,1,Other Pelagic,2,162,68,114,115,119,138,162,186,205,209,210
EDSM,West,Pelagic Trawl,Splittail,FALSE,2,Other Pelagic,18,128,40,41,51,93,116,121,132,215,227,230
EDSM,West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,32,168,65,53,68,106,120,138,224,271,288,295
EDSM,West,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,231,72,31,40,44,50,58,65,74,94,228,270
EDSM,West,Pelagic Trawl,Splittail,FALSE,8,Other Pelagic,64,93,40,65,65,66,77,86,95,113,296,331
EDSM,West,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,9,111,25,92,93,96,101,105,107,151,171,176
EDSM,West,Pelagic Trawl,Splittail,FALSE,10,Other Pelagic,6,116,11,106,106,107,110,114,115,132,136,137
EDSM,West,Pelagic Trawl,Splittail,FALSE,12,Other Pelagic,14,119,8,108,108,108,111,120,125,129,132,133
EDSM,West,Pelagic Trawl,Starry_Flounder,FALSE,1,Other Pelagic,6,197,78,96,99,112,162,173,254,295,299,300
EDSM,West,Pelagic Trawl,Starry_Flounder,FALSE,2,Other Pelagic,5,121,22,99,99,100,106,117,126,149,154,155
EDSM,West,Pelagic Trawl,Starry_Flounder,FALSE,7,Other Pelagic,3,171,84,74,77,87,141,208,219,228,230,230
EDSM,West,Pelagic Trawl,Starry_Flounder,FALSE,10,Other Pelagic,3,143,83,75,76,80,98,120,178,223,233,235
EDSM,West,Pelagic Trawl,Steelhead,FALSE,1,Other Pelagic,6,259,101,202,202,202,206,216,247,409,450,460
EDSM,West,Pelagic Trawl,Steelhead,FALSE,2,Other Pelagic,31,220,21,183,185,191,202,219,234,252,266,270
EDSM,West,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,31,218,26,164,167,173,202,223,236,258,260,260
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,28,117,85,52,59,80,84,94,104,307,421,430
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,31,153,107,77,77,80,94,109,142,376,470,505
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,8,188,149,81,81,82,108,119,202,428,430,430
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,3787,36,11,25,25,26,30,34,40,52,63,403
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,460,61,17,25,27,35,50,62,72,87,95,236
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,181,84,29,53,55,60,71,79,88,105,247,326
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,152,89,36,42,55,66,76,84,92,117,193,462
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,21,106,47,60,63,73,90,99,104,151,266,295
EDSM,West,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,16,88,10,73,74,77,81,86,92,106,112,113
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,868,72,15,35,46,52,61,70,82,100,112,158
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,203,82,18,30,50,56,71,81,93,112,128,134
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,307,81,13,51,58,61,71,80,89,103,114,127
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,7,Other Pelagic,1000,36,7,25,25,27,31,35,39,45,55,111
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,3298,37,8,23,26,28,31,35,41,54,65,96
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,1344,47,11,25,27,33,41,46,50,64,91,118
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,2436,56,10,28,39,45,50,55,60,78,93,117
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,755,65,12,35,43,50,57,64,72,88,100,124
EDSM,West,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,1277,70,14,35,46,52,59,68,77,95,106,133
EDSM,West,Pelagic Trawl,Topsmelt,FALSE,11,Other Pelagic,2,80,12,71,71,72,75,80,84,87,88,88
EDSM,West,Pelagic Trawl,Topsmelt,FALSE,12,Other Pelagic,10,94,9,78,78,79,92,94,101,106,107,107
EDSM,West,Pelagic Trawl,White_Catfish,FALSE,3,Other Pelagic,2,101,75,48,49,53,74,101,128,149,153,154
EDSM,North,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,69,78,14,43,46,51,69,77,88,102,106,109
EDSM,North,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,24,74,17,36,40,53,61,74,86,101,105,106
EDSM,North,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,11,56,15,42,42,42,44,54,60,83,85,86
EDSM,North,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,16830,30,4,12,18,25,27,30,32,37,42,78
EDSM,North,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,7094,33,6,23,25,26,29,32,35,42,50,79
EDSM,North,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,1648,37,8,25,25,26,32,36,41,50,70,101
EDSM,North,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,939,47,14,25,27,30,36,44,57,71,84,104
EDSM,North,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,296,57,15,26,28,33,44,60,67,77,90,113
EDSM,North,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,291,63,12,27,34,41,56,62,71,82,95,111
EDSM,North,Pelagic Trawl,Chinook_Salmon,FALSE,1,Other Pelagic,35,53,38,35,35,36,38,39,42,149,173,177
EDSM,North,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,337,42,39,30,31,34,36,38,40,49,118,720
EDSM,North,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,81,65,25,30,34,36,46,57,79,113,124,130
EDSM,North,Pelagic Trawl,Chinook_Salmon,FALSE,12,Other Pelagic,6,94,45,33,34,40,62,98,131,139,141,141
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,1,Other Pelagic,16,65,9,51,51,52,60,64,72,77,82,83
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,2,Other Pelagic,7,64,6,57,57,57,60,64,67,72,73,73
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,3,Other Pelagic,4,70,3,66,66,67,69,70,71,73,73,73
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,7,Other Pelagic,429,44,6,29,30,34,40,44,47,53,54,58
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,8,Other Pelagic,35,47,4,38,39,40,45,46,49,52,55,55
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,9,Other Pelagic,41,49,4,37,38,40,47,50,51,54,56,56
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,10,Other Pelagic,29,52,3,43,44,47,49,52,54,56,56,56
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,11,Other Pelagic,7,53,3,48,48,49,51,53,56,57,57,57
EDSM,North,Pelagic Trawl,Delta_Smelt,FALSE,12,Other Pelagic,24,58,6,48,49,51,55,56,62,66,74,76
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,1,Other Pelagic,2603,61,10,36,44,48,54,58,66,80,87,104
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,2,Other Pelagic,1869,61,10,31,42,47,54,59,66,81,91,103
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,3,Other Pelagic,255,57,9,37,42,45,52,55,61,75,87,90
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,7,Other Pelagic,2956,35,7,12,25,25,30,34,39,46,52,111
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,8,Other Pelagic,1638,39,8,25,25,28,35,39,44,50,57,112
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,9,Other Pelagic,2242,46,7,21,30,37,42,46,50,56,65,92
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,10,Other Pelagic,3515,52,7,27,38,42,48,52,56,64,74,100
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,11,Other Pelagic,2037,56,9,32,40,44,51,55,60,73,82,98
EDSM,North,Pelagic Trawl,Inland_Silverside,FALSE,12,Other Pelagic,1487,62,11,27,42,47,54,59,67,85,92,105
EDSM,North,Pelagic Trawl,Longfin_Smelt,FALSE,1,Other Pelagic,4,83,16,71,71,72,74,77,86,102,105,106
EDSM,North,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,4,88,23,60,61,63,74,89,103,110,112,112
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,1,Other Pelagic,2,46,2,44,44,44,45,46,46,47,47,47
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,2,Other Pelagic,3,63,10,52,52,53,58,65,68,71,72,72
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,7,Other Pelagic,9,33,8,25,25,25,25,32,42,42,42,42
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,9,Other Pelagic,3,39,4,35,35,35,37,39,41,43,43,43
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,10,Other Pelagic,8,51,15,36,36,37,43,46,53,76,82,83
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,11,Other Pelagic,5,62,20,28,29,35,63,66,74,78,79,79
EDSM,North,Pelagic Trawl,Shimofuri_Goby,FALSE,12,Other Pelagic,3,67,21,43,44,46,60,78,79,80,80,80
EDSM,North,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,47,63,20,27,27,31,48,65,74,95,106,111
EDSM,North,Pelagic Trawl,Splittail,FALSE,8,Other Pelagic,8,84,8,73,73,73,77,84,90,94,95,95
EDSM,North,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,2,74,35,49,49,51,61,74,86,96,98,98
EDSM,North,Pelagic Trawl,Splittail,FALSE,10,Other Pelagic,2,106,9,100,100,101,103,106,110,112,113,113
EDSM,North,Pelagic Trawl,Splittail,FALSE,12,Other Pelagic,3,125,12,117,117,117,118,119,128,136,138,138
EDSM,North,Pelagic Trawl,Steelhead,FALSE,1,Other Pelagic,2,224,13,215,215,216,220,224,229,233,234,234
EDSM,North,Pelagic Trawl,Steelhead,FALSE,2,Other Pelagic,23,212,17,175,178,187,200,214,224,232,242,245
EDSM,North,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,13,227,23,180,182,188,219,231,240,256,264,266
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,2,240,132,146,148,155,193,240,286,324,331,333
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,2,82,1,81,81,81,81,82,82,82,82,82
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,141,29,14,10,10,13,17,27,38,58,64,69
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,6,98,54,51,51,52,62,78,123,176,186,188
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,4,64,22,50,50,51,54,55,66,91,96,97
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,9,115,84,43,44,48,69,88,98,264,278,282
EDSM,North,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,2,90,25,72,72,74,81,90,98,105,107,107
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,13263,65,16,33,38,45,53,62,74,94,113,150
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,3314,66,17,35,42,47,54,62,75,103,119,140
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,847,58,12,36,40,44,50,56,64,80,102,114
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,7,Other Pelagic,41640,31,5,5,18,25,28,31,34,40,44,85
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,15037,36,6,24,25,27,32,35,40,45,52,142
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,9908,40,8,25,25,27,34,40,45,54,61,111
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,29541,47,10,24,27,31,40,47,53,62,71,125
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,17958,55,12,26,31,38,48,53,60,77,89,136
EDSM,North,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,19344,64,15,27,41,46,52,61,75,92,105,128
EDSM,North,Pelagic Trawl,White_Catfish,FALSE,7,Other Pelagic,28,32,23,23,23,23,24,26,31,34,118,149
EDSM,North,Pelagic Trawl,White_Catfish,FALSE,12,Other Pelagic,3,241,62,176,177,183,212,248,274,295,299,300
EDSM,South,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,90,83,13,51,53,60,74,86,93,104,107,109
EDSM,South,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,16,91,11,73,74,78,85,88,95,112,115,116
EDSM,South,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,16592,30,3,23,25,25,28,30,32,36,41,52
EDSM,South,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,688,31,4,25,25,25,28,30,33,38,41,69
EDSM,South,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,215,34,10,25,25,27,30,32,35,40,76,78
EDSM,South,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,57,39,11,29,30,30,33,37,39,64,81,85
EDSM,South,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,11,43,18,30,30,30,32,37,42,78,78,78
EDSM,South,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,128,77,17,31,39,45,68,81,88,101,116,143
EDSM,South,Pelagic Trawl,Chinook_Salmon,FALSE,1,Other Pelagic,39,48,30,32,33,36,37,38,40,128,163,170
EDSM,South,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,195,44,17,29,33,34,37,39,43,62,122,163
EDSM,South,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,58,61,25,35,36,36,42,54,70,109,120,126
EDSM,South,Pelagic Trawl,Chinook_Salmon,FALSE,12,Other Pelagic,5,125,51,37,41,55,126,140,159,162,163,163
EDSM,South,Pelagic Trawl,Delta_Smelt,FALSE,1,Other Pelagic,28,68,4,59,59,62,66,68,71,74,75,75
EDSM,South,Pelagic Trawl,Delta_Smelt,FALSE,2,Other Pelagic,5,72,3,68,68,69,71,72,74,76,76,76
EDSM,South,Pelagic Trawl,Delta_Smelt,FALSE,3,Other Pelagic,5,67,4,63,63,64,66,66,68,72,73,73
EDSM,South,Pelagic Trawl,Delta_Smelt,FALSE,12,Other Pelagic,22,64,9,34,37,47,64,66,68,72,78,79
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,1,Other Pelagic,392,74,11,38,48,54,66,74,82,91,98,100
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,2,Other Pelagic,393,72,12,38,44,53,64,73,82,90,94,99
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,3,Other Pelagic,81,67,13,40,41,46,58,67,76,88,101,103
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,7,Other Pelagic,653,36,7,25,25,26,31,35,41,46,52,90
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,8,Other Pelagic,18,48,7,34,35,40,44,46,52,56,62,64
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,9,Other Pelagic,12,49,11,26,28,34,44,48,56,64,65,65
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,10,Other Pelagic,659,50,7,35,38,41,45,48,54,66,71,90
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,11,Other Pelagic,7,59,15,29,30,36,56,62,69,73,74,74
EDSM,South,Pelagic Trawl,Inland_Silverside,FALSE,12,Other Pelagic,96,66,12,37,40,43,57,65,75,82,97,99
EDSM,South,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,4,72,10,59,59,61,69,74,78,82,83,83
EDSM,South,Pelagic Trawl,Longfin_Smelt,FALSE,3,Other Pelagic,2,68,5,64,64,64,66,68,69,71,71,71
EDSM,South,Pelagic Trawl,Pacific_Herring,FALSE,7,Other Pelagic,2,31,8,25,25,26,28,31,34,36,37,37
EDSM,South,Pelagic Trawl,Shimofuri_Goby,FALSE,2,Other Pelagic,3,80,22,57,57,59,69,81,91,99,101,101
EDSM,South,Pelagic Trawl,Shimofuri_Goby,FALSE,3,Other Pelagic,3,55,10,46,46,47,50,53,59,64,65,65
EDSM,South,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,5,64,22,26,27,33,63,73,75,81,83,83
EDSM,South,Pelagic Trawl,Steelhead,FALSE,2,Other Pelagic,12,209,20,173,175,185,196,208,220,236,246,249
EDSM,South,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,12,230,15,209,209,210,214,233,241,248,250,250
EDSM,South,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,6,88,112,25,25,27,34,42,65,253,302,314
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,1922,75,16,28,50,53,61,75,87,102,113,137
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,396,85,19,41,49,56,71,86,97,115,126,153
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,193,78,17,32,44,52,65,81,90,101,128,128
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,7,Other Pelagic,35953,33,5,24,25,26,29,32,37,41,46,108
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,342,33,5,25,25,27,30,33,37,41,42,74
