Site_Id,Species,Fish_Length,Clipped
TPS0649.2019,Sacramento_Splittail,139,
TPS0649.2019,Sacramento_Splittail,143,
TPS0649.2019,Sacramento_Splittail,145,
TPS0649.2019,Sacramento_Splittail,154,
TPS0649.2019,Sacramento_Splittail,162,
TPS0649.2019,Sacramento_Splittail,165,
TPS0649.2019,Sacramento_Splittail,167,
TPS0649.2019,Sacramento_Splittail,179,
TPS0649.2019,Sacramento_Splittail,243,
TPS0649.2019,Sacramento_Splittail,258,
TPS0652.2019,Sacramento_Splittail,30,
TPS0652.2019,Sacramento_Splittail,32,
TPS0199.2018,Sacramento_Splittail,243,
TPS0363.2020,Sacramento_Splittail,100,
TPS0363.2020,Sacramento_Splittail,121,
TPS0363.2020,Sacramento_Splittail,117,
TPS0363.2020,Sacramento_Splittail,104,
TPS0652.2019,Sacramento_Splittail,37,
TPS0652.2019,Sacramento_Splittail,37,
TPS0652.2019,Sacramento_Splittail,38,
TPS0652.2019,Sacramento_Splittail,38,
TPS0652.2019,Sacramento_Splittail,38,
TPS0652.2019,Sacramento_Splittail,39,
TPS0652.2019,Sacramento_Splittail,39,
TPS0652.2019,Sacramento_Splittail,42,
TPS0655.2019,Sacramento_Splittail,33,
TPS0199.2018,Sacramento_Splittail,240,
TPS0199.2018,Sacramento_Splittail,186,
TPS0199.2018,Sacramento_Splittail,174,
TPS0655.2019,Sacramento_Splittail,34,
TPS0655.2019,Sacramento_Splittail,38,
TPS0147.2018,Sacramento_Splittail,146,
TPS0198.2018,Sacramento_Splittail,170,
TPS0198.2018,Sacramento_Splittail,161,
TPS0407.2020,Sacramento_Splittail,110,
TPS0407.2020,Sacramento_Splittail,120,
TPS0407.2020,Sacramento_Splittail,130,
TPS0198.2018,Sacramento_Splittail,152,
TPS0198.2018,Sacramento_Splittail,131,
TPS0661.2019,Sacramento_Splittail,37,
TPS0661.2019,Sacramento_Splittail,140,
TPS0197.2018,Sacramento_Splittail,249,
TPS0427.2020a,Sacramento_Splittail,290,
TPS0664.2019,Sacramento_Splittail,30,
TPS0664.2019,Sacramento_Splittail,30,
TPS0664.2019,Sacramento_Splittail,32,
TPS0664.2019,Sacramento_Splittail,37,
TPS0664.2019,Sacramento_Splittail,39,
TPS0664.2019,Sacramento_Splittail,40,
TPS0664.2019,Sacramento_Splittail,41,
TPS0197.2018,Sacramento_Splittail,172,
TPS0197.2018,Sacramento_Splittail,167,
TPS0197.2018,Sacramento_Splittail,152,
TPS0197.2018,Sacramento_Splittail,152,
TPS0667.2019,Sacramento_Splittail,35,
TPS0667.2019,Sacramento_Splittail,36,
TPS0667.2019,Sacramento_Splittail,37,
TPS0667.2019,Sacramento_Splittail,37,
TPS0667.2019,Sacramento_Splittail,37,
TPS0667.2019,Sacramento_Splittail,39,
TPS0667.2019,Sacramento_Splittail,40,
TPS0428.2020,Sacramento_Splittail,133,
TPS0667.2019,Sacramento_Splittail,40,
TPS0667.2019,Sacramento_Splittail,42,
TPS0667.2019,Sacramento_Splittail,43,
TPS0670.2019,Sacramento_Splittail,36,
TPS0670.2019,Sacramento_Splittail,36,
TPS0670.2019,Sacramento_Splittail,37,
TPS0385.2019,Sacramento_Splittail,148,
TPS0673.2019,Sacramento_Splittail,38,
TPS0673.2019,Sacramento_Splittail,38,
TPS0197.2018,Sacramento_Splittail,147,
TPS0197.2018,Sacramento_Splittail,137,
TPS0197.2018,Sacramento_Splittail,136,
TPS0673.2019,Sacramento_Splittail,40,
TPS0673.2019,Sacramento_Splittail,41,
TPS0673.2019,Sacramento_Splittail,42,
TPS0673.2019,Sacramento_Splittail,43,
TPS0673.2019,Sacramento_Splittail,43,
TPS0673.2019,Sacramento_Splittail,44,
TPS0673.2019,Sacramento_Splittail,46,
TPS0673.2019,Sacramento_Splittail,147,
TPS0194.2018,Sacramento_Splittail,145,
TPS0654.2020,Sacramento_Splittail,122,
TPS0654.2020,Sacramento_Splittail,124,
TPS0385.2019,Sacramento_Splittail,237,
TPS0193.2019,Sacramento_Splittail,275,
TPS0654.2020,Sacramento_Splittail,149,
TPS0654.2020,Sacramento_Splittail,121,
TPS0106.2019,Sacramento_Splittail,124,
TPS0412.2019,Sacramento_Splittail,140,
TPS0654.2020,Sacramento_Splittail,134,
TPS0654.2020,Sacramento_Splittail,101,
TPS0654.2020,Sacramento_Splittail,135,
TPS0654.2020,Sacramento_Splittail,123,
TPS0412.2019,Sacramento_Splittail,148,
TPS0654.2020,Sacramento_Splittail,132,
TPS0654.2020,Sacramento_Splittail,113,
TPS0188.2018,Sacramento_Splittail,157,
TPS0188.2018,Sacramento_Splittail,153,
TPS0385.2019,Sacramento_Splittail,256,
TPS0462.2020,Sacramento_Splittail,350,
TPS0187.2018,Sacramento_Splittail,240,
TPS0187.2018,Sacramento_Splittail,188,
TPS0187.2018,Sacramento_Splittail,177,
TPS0187.2018,Sacramento_Splittail,158,
TPS0187.2018,Sacramento_Splittail,153,
TPS0187.2018,Sacramento_Splittail,145,
TPS0187.2018,Sacramento_Splittail,144,
TPS0187.2018,Sacramento_Splittail,139,
TPS0469.2020,Sacramento_Splittail,228,
TPS0469.2020,Sacramento_Splittail,123,
TPS0469.2020,Sacramento_Splittail,127,
TPS0469.2020,Sacramento_Splittail,108,
TPS0469.2020,Sacramento_Splittail,127,
TPS0469.2020,Sacramento_Splittail,121,
TPS0469.2020,Sacramento_Splittail,128,
TPS0469.2020,Sacramento_Splittail,126,
TPS0469.2020,Sacramento_Splittail,111,
TPS0469.2020,Sacramento_Splittail,135,
TPS0709.2019,Sacramento_Splittail,32,
TPS0709.2019,Sacramento_Splittail,33,
TPS0709.2019,Sacramento_Splittail,33,
TPS0709.2019,Sacramento_Splittail,33,
TPS0709.2019,Sacramento_Splittail,34,
TPS0186.2018,Sacramento_Splittail,236,
TPS0186.2018,Sacramento_Splittail,169,
TPS0186.2018,Sacramento_Splittail,168,
TPS0186.2018,Sacramento_Splittail,165,
TPS0186.2018,Sacramento_Splittail,160,
TPS0186.2018,Sacramento_Splittail,154,
TPS0186.2018,Sacramento_Splittail,151,
TPS0186.2018,Sacramento_Splittail,151,
TPS0186.2018,Sacramento_Splittail,147,
TPS0471.2020,Sacramento_Splittail,144,
TPS0186.2018,Sacramento_Splittail,139,
TPS0472.2020,Sacramento_Splittail,174,
TPS0472.2020,Sacramento_Splittail,132,
TPS0709.2019,Sacramento_Splittail,39,
TPS0163.2018,Sacramento_Splittail,226,
TPS0163.2018,Sacramento_Splittail,159,
TPS0163.2018,Sacramento_Splittail,155,
TPS0163.2018,Sacramento_Splittail,154,
TPS0163.2018,Sacramento_Splittail,149,
TPS0163.2018,Sacramento_Splittail,146,
TPS0163.2018,Sacramento_Splittail,133,
TPS0150.2018,Sacramento_Splittail,145,
TPS0150.2018,Sacramento_Splittail,239,
TPS0576.2020,Sacramento_Splittail,126,
TPS0064.2019,Sacramento_Splittail,115,
TPS0157.2018,Sacramento_Splittail,148,
TPS0388.2019,Sacramento_Splittail,123,
TPS0578.2020,Sacramento_Splittail,252,
TPS0578.2020,Sacramento_Splittail,220,
TPS0578.2020,Sacramento_Splittail,180,
TPS0578.2020,Sacramento_Splittail,122,
TPS0578.2020,Sacramento_Splittail,130,
TPS0578.2020,Sacramento_Splittail,122,
TPS0578.2020,Sacramento_Splittail,115,
TPS0579.2020,Sacramento_Splittail,122,
TPS0388.2019,Sacramento_Splittail,126,
TPS0581.2020,Sacramento_Splittail,155,
TPS0388.2019,Sacramento_Splittail,127,
TPS0388.2019,Sacramento_Splittail,128,
TPS0193.2019,Sacramento_Splittail,128,
TPS0454.2019,Sacramento_Splittail,128,
TPS0037.2019,Sacramento_Splittail,112,
TPS0454.2019,Sacramento_Splittail,133,
TPS0124.2018,Sacramento_Splittail,137,
TPS0124.2018,Sacramento_Splittail,141,
TPS0125.2018,Sacramento_Splittail,131,
TPS0125.2018,Sacramento_Splittail,138,
TPS0125.2018,Sacramento_Splittail,237,
TPS0022.2019,Sacramento_Splittail,113,
TPS0454.2019,Sacramento_Splittail,145,
TPS0388.2019,Sacramento_Splittail,131,
TPS0388.2019,Sacramento_Splittail,133,
TPS0130.2018,Sacramento_Splittail,126,
TPS0693.2020,Sacramento_Splittail,112,
TPS0693.2020,Sacramento_Splittail,154,
TPS0388.2019,Sacramento_Splittail,135,
TPS0457.2019,Sacramento_Splittail,144,
TPS0388.2019,Sacramento_Splittail,139,
TPS0388.2019,Sacramento_Splittail,142,
TPS0460.2019,Sacramento_Splittail,119,
TPS0460.2019,Sacramento_Splittail,148,
TPS0193.2019,Sacramento_Splittail,123,
TPS0193.2019,Sacramento_Splittail,122,
TPS0193.2019,Sacramento_Splittail,118,
TPS0331.2019,Sacramento_Splittail,135,
TPS0019.2019,Sacramento_Splittail,104,
TPS0030.2020,Sacramento_Splittail,124,
TPS0030.2020,Sacramento_Splittail,111,
TPS0019.2019,Sacramento_Splittail,102,
TPS0463.2019,Sacramento_Splittail,128,
TPS0463.2019,Sacramento_Splittail,143,
TPS0463.2019,Sacramento_Splittail,144,
TPS0463.2019,Sacramento_Splittail,145,
TPS0463.2019,Sacramento_Splittail,154,
TPS0331.2019,Sacramento_Splittail,121,
TPS0693.2020,Sacramento_Splittail,121,
TPS0692.2020,Sacramento_Splittail,116,
TPS0466.2019,Sacramento_Splittail,123,
TPS0466.2019,Sacramento_Splittail,124,
TPS0466.2019,Sacramento_Splittail,136,
TPS0466.2019,Sacramento_Splittail,138,
TPS0466.2019,Sacramento_Splittail,139,
TPS0388.2019,Sacramento_Splittail,142,
TPS0139.2020,Sacramento_Splittail,270,
TPS0139.2020,Sacramento_Splittail,245,
TPS0139.2020,Sacramento_Splittail,285,
TPS0139.2020,Sacramento_Splittail,225,
TPS0139.2020,Sacramento_Splittail,230,
TPS0139.2020,Sacramento_Splittail,275,
TPS0139.2020,Sacramento_Splittail,240,
TPS0190.2019,Sacramento_Splittail,127,
TPS0490.2019,Sacramento_Splittail,146,
TPS0382.2019,Sacramento_Splittail,131,
TPS0382.2019,Sacramento_Splittail,134,
TPS0382.2019,Sacramento_Splittail,140,
TPS0367.2019,Sacramento_Splittail,123,
TPS0367.2019,Sacramento_Splittail,112,
TPS0238.2019,Sacramento_Splittail,302,
TPS0187.2019,Sacramento_Splittail,275,
TPS0187.2019,Sacramento_Splittail,238,
TPS0187.2019,Sacramento_Splittail,128,
TPS0268.2019,Sacramento_Splittail,240,
TPS0187.2019,Sacramento_Splittail,127,
TPS0187.2019,Sacramento_Splittail,125,
TPS0179.2020b,Sacramento_Splittail,148,
TPS0179.2020b,Sacramento_Splittail,128,
TPS0179.2020b,Sacramento_Splittail,117,
TPS0187.2019,Sacramento_Splittail,120,
TPS0184.2019,Sacramento_Splittail,137,
TPS0180.2020b,Sacramento_Splittail,196,
TPS0180.2020b,Sacramento_Splittail,123,
TPS0225.2018,Sacramento_Splittail,46,
TPS0225.2018,Sacramento_Splittail,45,
TPS0207.2020,Sacramento_Splittail,172,
TPS0224.2018,Sacramento_Splittail,50,
TPS0224.2018,Sacramento_Splittail,47,
TPS0223.2018,Sacramento_Splittail,58,
TPS0223.2018,Sacramento_Splittail,58,
TPS0223.2018,Sacramento_Splittail,45,
TPS0223.2018,Sacramento_Splittail,43,
TPS0223.2018,Sacramento_Splittail,40,
TPS0214.2020,Sacramento_Splittail,252,
TPS0214.2020,Sacramento_Splittail,218,
TPS0214.2020,Sacramento_Splittail,130,
TPS0214.2020,Sacramento_Splittail,115,
TPS0214.2020,Sacramento_Splittail,210,
TPS0214.2020,Sacramento_Splittail,129,
TPS0214.2020,Sacramento_Splittail,180,
TPS0214.2020,Sacramento_Splittail,126,
TPS0214.2020,Sacramento_Splittail,111,
TPS0214.2020,Sacramento_Splittail,128,
TPS0370.2019,Sacramento_Splittail,115,
TPS0030.2020,Sacramento_Splittail,113,
TPS0556.2019,Sacramento_Splittail,136,
TPS0556.2019,Sacramento_Splittail,147,
TPS0215.2020,Sacramento_Splittail,150,
TPS0556.2019,Sacramento_Splittail,149,
TPS0556.2019,Sacramento_Splittail,158,
TPS0379.2019,Sacramento_Splittail,127,
TPS0237.2020,Sacramento_Splittail,100,
TPS0030.2020,Sacramento_Splittail,300,
TPS0178.2019,Sacramento_Splittail,290,
TPS0222.2018,Sacramento_Splittail,230,
TPS0222.2018,Sacramento_Splittail,190,
TPS0222.2018,Sacramento_Splittail,181,
TPS0239.2020,Sacramento_Splittail,89,
TPS0559.2019,Sacramento_Splittail,132,
TPS0559.2019,Sacramento_Splittail,137,
TPS0559.2019,Sacramento_Splittail,145,
TPS0559.2019,Sacramento_Splittail,150,
TPS0559.2019,Sacramento_Splittail,150,
TPS0559.2019,Sacramento_Splittail,158,
TPS0559.2019,Sacramento_Splittail,167,
TPS0175.2019,Sacramento_Splittail,131,
TPS0222.2018,Sacramento_Splittail,65,
TPS0222.2018,Sacramento_Splittail,62,
TPS0222.2018,Sacramento_Splittail,61,
TPS0562.2019,Sacramento_Splittail,138,
TPS0222.2018,Sacramento_Splittail,60,
TPS0222.2018,Sacramento_Splittail,48,
TPS0222.2018,Sacramento_Splittail,45,
TPS0222.2018,Sacramento_Splittail,42,
TPS0691.2020,Sacramento_Splittail,125,
TPS0691.2020,Sacramento_Splittail,115,
TPS0221.2018,Sacramento_Splittail,52,
TPS0221.2018,Sacramento_Splittail,51,
TPS0221.2018,Sacramento_Splittail,45,
TPS0221.2018,Sacramento_Splittail,40,
TPS0245.2020,Sacramento_Splittail,128,
TPS0562.2019,Sacramento_Splittail,139,
TPS0562.2019,Sacramento_Splittail,148,
TPS0406.2019,Sacramento_Splittail,123,
TPS0406.2019,Sacramento_Splittail,132,
TPS0406.2019,Sacramento_Splittail,140,
TPS0175.2019,Sacramento_Splittail,124,
TPS0406.2019,Sacramento_Splittail,143,
TPS0175.2019,Sacramento_Splittail,119,
TPS0172.2019,Sacramento_Splittail,148,
TPS0145.2018,Sacramento_Splittail,136,
TPS0690.2020,Sacramento_Splittail,112,
TPS0690.2020,Sacramento_Splittail,190,
TPS0690.2020,Sacramento_Splittail,117,
TPS0690.2020,Sacramento_Splittail,127,
TPS0248.2020,Sacramento_Splittail,114,
TPS0248.2020,Sacramento_Splittail,123,
TPS0248.2020,Sacramento_Splittail,111,
TPS0406.2019,Sacramento_Splittail,153,
TPS0169.2019,Sacramento_Splittail,285,
TPS0169.2019,Sacramento_Splittail,196,
TPS0571.2019,Sacramento_Splittail,145,
TPS0571.2019,Sacramento_Splittail,165,
TPS0040.2018,Sacramento_Splittail,189,
TPS0577.2019,Sacramento_Splittail,24,
TPS0406.2019,Sacramento_Splittail,157,
TPS0690.2020,Sacramento_Splittail,111,
TPS0145.2018,Sacramento_Splittail,154,
TPS0249.2020,Sacramento_Splittail,120,
TPS0249.2020,Sacramento_Splittail,140,
TPS0249.2020,Sacramento_Splittail,120,
TPS0249.2020,Sacramento_Splittail,110,
TPS0249.2020,Sacramento_Splittail,115,
TPS0249.2020,Sacramento_Splittail,110,
TPS0249.2020,Sacramento_Splittail,115,
TPS0580.2019,Sacramento_Splittail,28,
TPS0580.2019,Sacramento_Splittail,29,
TPS0580.2019,Sacramento_Splittail,29,
TPS0580.2019,Sacramento_Splittail,136,
TPS0583.2019,Sacramento_Splittail,223,
TPS0040.2018,Sacramento_Splittail,143,
TPS0406.2019,Sacramento_Splittail,253,
TPS0592.2019,Sacramento_Splittail,144,
TPS0250.2020,Sacramento_Splittail,120,
TPS0220.2018,Sacramento_Splittail,72,
TPS0238.2019,Sacramento_Splittail,120,
TPS0220.2018,Sacramento_Splittail,69,
TPS0220.2018,Sacramento_Splittail,66,
TPS0220.2018,Sacramento_Splittail,64,
TPS0220.2018,Sacramento_Splittail,60,
TPS0220.2018,Sacramento_Splittail,59,
TPS0220.2018,Sacramento_Splittail,57,
TPS0220.2018,Sacramento_Splittail,47,
TPS0220.2018,Sacramento_Splittail,45,
TPS0220.2018,Sacramento_Splittail,43,
TPS0252.2020,Sacramento_Splittail,140,
TPS0252.2020,Sacramento_Splittail,110,
TPS0252.2020,Sacramento_Splittail,130,
TPS0367.2019,Sacramento_Splittail,132,
TPS0216.2018,Sacramento_Splittail,179,
TPS0216.2018,Sacramento_Splittail,174,
TPS0253.2020,Sacramento_Splittail,140,
TPS0229.2019,Sacramento_Splittail,243,
TPS0595.2019,Sacramento_Splittail,142,
TPS0687.2020,Sacramento_Splittail,117,
TPS0212.2018,Sacramento_Splittail,151,
TPS0595.2019,Sacramento_Splittail,151,
TPS0595.2019,Sacramento_Splittail,152,
TPS0595.2019,Sacramento_Splittail,292,
TPS0595.2019,Sacramento_Splittail,300,
TPS0598.2019,Sacramento_Splittail,134,
TPS0687.2020,Sacramento_Splittail,127,
TPS0544.2020,Sacramento_Sucker,172,
TPS0172.2018,Sacramento_Sucker,314,
TPS0693.2020,Sacramento_Sucker,122,
TPS0216.2018,Sacramento_Sucker,327,
TPS0164.2018,Sacramento_Sucker,372,
TPS0147.2018,Shimofuri_Goby,51,
TPS0147.2018,Shimofuri_Goby,78,
TPS0147.2018,Shimofuri_Goby,75,
TPS0147.2018,Shimofuri_Goby,65,
TPS0052.2019,Shimofuri_Goby,72,
TPS0052.2019,Shimofuri_Goby,65,
TPS0253.2020,Shimofuri_Goby,40,
TPS0172.2018,Shimofuri_Goby,63,
TPS0391.2019,Shimofuri_Goby,48,
TPS0164.2018,Shimofuri_Goby,60,
TPS0391.2019,Shimofuri_Goby,60,
TPS0084.2018,Shimofuri_Goby,55,
TPS0084.2018,Shimofuri_Goby,49,
TPS0172.2018,Shimofuri_Goby,70,
TPS0172.2018,Shimofuri_Goby,86,
TPS0397.2019,Shimofuri_Goby,18,
TPS0084.2018,Shimofuri_Goby,51,
TPS0391.2019,Shimofuri_Goby,44,
TPS0147.2018,Shimofuri_Goby,58,
TPS0137.2018,Shimofuri_Goby,56,
TPS0190.2019,Shimofuri_Goby,83,
TPS0137.2018,Shimofuri_Goby,57,
TPS0247.2019,Shimofuri_Goby,76,
TPS0160.2019,Shokihaze_Goby,66,
TPS0652.2019,Shokihaze_Goby,60,
TPS0145.2019,Starry_Flounder,159,
TPS0193.2019,Starry_Flounder,116,
TPS0193.2019,Starry_Flounder,131,
TPS0196.2018,Starry_Flounder,44,
TPS0311.2020,Starry_Flounder,156,
TPS0253.2019,Starry_Flounder,179,
TPS0146.2018,Starry_Flounder,113,
TPS0227.2018,Starry_Flounder,33,
TPS0149.2018,Starry_Flounder,213,
TPS0316.2019,Starry_Flounder,280,
TPS0150.2018,Starry_Flounder,159,
TPS0145.2018,Starry_Flounder,207,
TPS0145.2018,Starry_Flounder,216,
TPS0412.2019,Starry_Flounder,134,
TPS0193.2019,Starry_Flounder,137,
TPS0509.2020,Starry_Flounder,157,
TPS0193.2019,Starry_Flounder,136,
TPS0145.2019,Starry_Flounder,172,
TPS0030.2018,Starry_Flounder,104,
TPS0150.2018,Starry_Flounder,106,
TPS0222.2018,Starry_Flounder,52,
TPS0126.2020,Starry_Flounder,190,
TPS0193.2019,Starry_Flounder,135,
TPS0223.2018,Starry_Flounder,190,
TPS0003.2018,Starry_Flounder,152,
TPS0218.2018,Starry_Flounder,51,
TPS0145.2018,Starry_Flounder,181,
TPS0145.2018,Starry_Flounder,190,
TPS0050.2018,Starry_Flounder,282,
TPS0145.2018,Starry_Flounder,135,
TPS0145.2018,Starry_Flounder,230,
TPS0193.2019,Starry_Flounder,186,
TPS0145.2018,Starry_Flounder,152,
TPS0193.2019,Starry_Flounder,173,
TPS0145.2018,Starry_Flounder,173,
TPS0145.2018,Starry_Flounder,178,
TPS0149.2018,Starry_Flounder,145,
TPS0677.2020,Starry_Flounder,175,
TPS0145.2018,Starry_Flounder,179,
TPS0151.2018,Starry_Flounder,135,
TPS0150.2018,Starry_Flounder,198,
TPS0213.2018,Starry_Flounder,43,
TPS0311.2020,Starry_Flounder,199,
TPS0467.2020,Steelhead,215,
TPS0750.2020a,Steelhead,245,
TPS0510.2020,Steelhead,219,
TPS0510.2020,Steelhead,218,
TPS0686.2020,Steelhead,240,
TPS0686.2020,Steelhead,198,
TPS0096.2018,Steelhead,229,Yes
TPS0686.2020,Steelhead,253,
TPS0280.2019,Steelhead,252,Yes
TPS0523.2020,Steelhead,218,
TPS0207.2020,Striped_Bass,119,
TPS0207.2020,Striped_Bass,107,
TPS0289.2019,Striped_Bass,110,
TPS0289.2019,Striped_Bass,342,
TPS0289.2019,Striped_Bass,243,
TPS0289.2019,Striped_Bass,229,
TPS0204.2018,Striped_Bass,31,
TPS0394.2019,Striped_Bass,164,
TPS0394.2019,Striped_Bass,304,
TPS0224.2018,Striped_Bass,32,
TPS0218.2018,Striped_Bass,89,
TPS0119.2018,Striped_Bass,256,
TPS0044.2018,Striped_Bass,112,
TPS0208.2018,Striped_Bass,37,
TPS0208.2018,Striped_Bass,111,
TPS0289.2019,Striped_Bass,211,
TPS0289.2019,Striped_Bass,181,
TPS0208.2018,Striped_Bass,126,
TPS0048.2018,Striped_Bass,69,
TPS0130.2019,Striped_Bass,147,
TPS0145.2018,Striped_Bass,168,
TPS0595.2019,Striped_Bass,411,
TPS0245.2020,Striped_Bass,520,
TPS0245.2020,Striped_Bass,380,
TPS0130.2019,Striped_Bass,220,
TPS0245.2020,Striped_Bass,350,
TPS0245.2020,Striped_Bass,260,
TPS0245.2020,Striped_Bass,325,
TPS0245.2020,Striped_Bass,235,
TPS0249.2020,Striped_Bass,110,
TPS0311.2020,Striped_Bass,320,
TPS0448.2019,Striped_Bass,152,
TPS0448.2019,Striped_Bass,100,
TPS0164.2018,Striped_Bass,115,
TPS0164.2018,Striped_Bass,147,
TPS0164.2018,Striped_Bass,304,
TPS0149.2018,Striped_Bass,98,
TPS0163.2018,Striped_Bass,268,
TPS0163.2018,Striped_Bass,136,
TPS0163.2018,Striped_Bass,134,
TPS0163.2018,Striped_Bass,133,
TPS0163.2018,Striped_Bass,126,
TPS0163.2018,Striped_Bass,124,
TPS0163.2018,Striped_Bass,122,
TPS0163.2018,Striped_Bass,120,
TPS0163.2018,Striped_Bass,112,
TPS0249.2020,Striped_Bass,140,
TPS0214.2020,Striped_Bass,500,
TPS0214.2020,Striped_Bass,110,
TPS0214.2020,Striped_Bass,457,
TPS0030.2020,Striped_Bass,98,
TPS0249.2020,Striped_Bass,100,
TPS0249.2020,Striped_Bass,100,
TPS0149.2018,Striped_Bass,109,
TPS0149.2018,Striped_Bass,165,
TPS0253.2019,Striped_Bass,95,
TPS0576.2020,Striped_Bass,495,
TPS0568.2020,Striped_Bass,91,
TPS0568.2020,Striped_Bass,89,
TPS0568.2020,Striped_Bass,103,
TPS0568.2020,Striped_Bass,105,
TPS0568.2020,Striped_Bass,92,
TPS0262.2019,Striped_Bass,102,
TPS0119.2018,Striped_Bass,252,
TPS0568.2020,Striped_Bass,88,
TPS0249.2020,Striped_Bass,80,
TPS0568.2020,Striped_Bass,88,
TPS0139.2019,Striped_Bass,111,
TPS0119.2018,Striped_Bass,158,
TPS0311.2020,Striped_Bass,420,
TPS0686.2020,Striped_Bass,225,
TPS0568.2020,Striped_Bass,96,
TPS0568.2020,Striped_Bass,107,
TPS0567.2020,Striped_Bass,86,
TPS0424.2019,Striped_Bass,242,
TPS0566.2020,Striped_Bass,214,
TPS0742.2019,Striped_Bass,160,
TPS0151.2018,Striped_Bass,231,
TPS0151.2018,Striped_Bass,205,
TPS0151.2018,Striped_Bass,153,
TPS0151.2018,Striped_Bass,140,
TPS0151.2018,Striped_Bass,136,
TPS0151.2018,Striped_Bass,119,
TPS0151.2018,Striped_Bass,102,
TPS0151.2018,Striped_Bass,99,
TPS0151.2018,Striped_Bass,99,
TPS0334.2019,Striped_Bass,317,
TPS0148.2018,Striped_Bass,243,
TPS0151.2018,Striped_Bass,85,
TPS0148.2018,Striped_Bass,103,
TPS0168.2018,Striped_Bass,647,
TPS0150.2018,Striped_Bass,221,
TPS0580.2020,Striped_Bass,435,
TPS0150.2018,Striped_Bass,214,
TPS0150.2018,Striped_Bass,182,
TPS0150.2018,Striped_Bass,156,
TPS0150.2018,Striped_Bass,154,
TPS0150.2018,Striped_Bass,151,
TPS0150.2018,Striped_Bass,127,
TPS0150.2018,Striped_Bass,117,
TPS0150.2018,Striped_Bass,100,
TPS0150.2018,Striped_Bass,92,
TPS0212.2018,Striped_Bass,261,
TPS0334.2019,Striped_Bass,185,
TPS0334.2019,Striped_Bass,148,
TPS0331.2019,Striped_Bass,126,
TPS0094.2019,Striped_Bass,130,
TPS0730.2019,Striped_Bass,228,
TPS0193.2019,Striped_Bass,440,
TPS0193.2019,Striped_Bass,208,
TPS0084.2018,Striped_Bass,128,
TPS0123.2018,Striped_Bass,380,
TPS0208.2018,Striped_Bass,172,
TPS0208.2018,Striped_Bass,180,
TPS0124.2018,Striped_Bass,102,
TPS0209.2018,Striped_Bass,35,
TPS0210.2018,Striped_Bass,180,
TPS0354.2020,Striped_Bass,84,
TPS0125.2018,Striped_Bass,98,
TPS0125.2018,Striped_Bass,235,
TPS0222.2018,Striped_Bass,160,
TPS0125.2018,Striped_Bass,276,
TPS0222.2018,Striped_Bass,156,
TPS0454.2019,Striped_Bass,172,
TPS0222.2018,Striped_Bass,141,
TPS0222.2018,Striped_Bass,45,
TPS0148.2018,Striped_Bass,92,
TPS0018.2018,Striped_Bass,133,
TPS0222.2018,Striped_Bass,37,
TPS0132.2018,Striped_Bass,193,
TPS0134.2018,Striped_Bass,79,
TPS0148.2018,Striped_Bass,86,
TPS0135.2018,Striped_Bass,77,
TPS0135.2018,Striped_Bass,150,
TPS0135.2018,Striped_Bass,162,
TPS0135.2018,Striped_Bass,179,
TPS0135.2018,Striped_Bass,236,
TPS0135.2018,Striped_Bass,260,
TPS0135.2018,Striped_Bass,355,
TPS0509.2020,Striped_Bass,256,
TPS0222.2018,Striped_Bass,35,
TPS0222.2018,Striped_Bass,35,
TPS0212.2018,Striped_Bass,133,
TPS0331.2019,Striped_Bass,103,
TPS0237.2020,Striped_Bass,97,
TPS0457.2019,Striped_Bass,130,
TPS0237.2020,Striped_Bass,113,
TPS0237.2020,Striped_Bass,104,
TPS0237.2020,Striped_Bass,119,
TPS0237.2020,Striped_Bass,84,
TPS0237.2020,Striped_Bass,225,
TPS0237.2020,Striped_Bass,90,
TPS0237.2020,Striped_Bass,92,
TPS0193.2019,Striped_Bass,162,
TPS0193.2019,Striped_Bass,154,
TPS0193.2019,Striped_Bass,149,
TPS0509.2020,Striped_Bass,357,
TPS0629.2020,Striped_Bass,360,
TPS0174.2018,Striped_Bass,91,
TPS0175.2018,Striped_Bass,116,
TPS0193.2019,Striped_Bass,136,
TPS0145.2018,Striped_Bass,90,
TPS0351.2020,Striped_Bass,87,
TPS0126.2020,Striped_Bass,109,
TPS0126.2020,Striped_Bass,89,
TPS0686.2020,Striped_Bass,260,
TPS0463.2019,Striped_Bass,113,
TPS0190.2019,Striped_Bass,218,
TPS0145.2018,Striped_Bass,239,
TPS0176.2018,Striped_Bass,152,
TPS0122.2018,Striped_Bass,114,
TPS0147.2018,Striped_Bass,267,
TPS0147.2018,Striped_Bass,137,
TPS0147.2018,Striped_Bass,126,
TPS0147.2018,Striped_Bass,122,
TPS0147.2018,Striped_Bass,120,
TPS0147.2018,Striped_Bass,119,
TPS0471.2020,Striped_Bass,90,
TPS0186.2018,Striped_Bass,107,
TPS0186.2018,Striped_Bass,142,
TPS0193.2019,Striped_Bass,118,
TPS0468.2020,Striped_Bass,84,
TPS0187.2018,Striped_Bass,120,
TPS0403.2019,Striped_Bass,85,
TPS0187.2018,Striped_Bass,144,
TPS0145.2018,Striped_Bass,172,
TPS0248.2020,Striped_Bass,95,
TPS0465.2020,Striped_Bass,103,
TPS0187.2018,Striped_Bass,287,
