Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0649.2019,2020-03-05,16:17,2019,38.212082,-121.923786,SuisunEast,Terminal,,17.8,4.69,2578,1.34,7.3,109.67,13.13,15,Mamou,6177,0.026873,165.994521,6.057,1005.428814,1005.428814,4,3,,,,,,,,,,,,,,,,,,,,,1,,,,,200,,,,,,1,,,,,,
TPS0646.2019,2020-03-05,15:36,2019,38.20256,-121.909597,SuisunEast,Terminal,,18.29,7.33,1881,0.96,7.6,54.36,12.29,20,Mamou,27408,0.026873,736.535184,6.057,4461.193609,4461.193609,8,11,2,,2,,,,1,,,,,1,,,,,,,,,,,,,,120,,,,,,,5,,1,,,
TPS0643.2019,2020-03-05,14:35,2019,38.176041,-121.922149,SuisunEast,Distributary,,18.25,8.37,987,0.49,7.7,43.57,5.25,30,Mamou,15810,0.026873,424.86213,6.057,2573.389921,2573.389921,21,5,,,,,,,,,,,,,,,,,,1,,,,,,,,9,,,,,,,1,,3,,,
TPS0640.2019,2020-03-05,13:48,2019,38.121105,-121.9136,SuisunEast,Distributary,,17.98,8.73,671,0.33,7.8,30.95,3.36,35,Mamou,9515,0.026873,255.696595,6.057,1548.754276,1548.754276,33,35,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0637.2019,2020-03-05,12:31,2019,38.04069,-121.917778,SuisunEast,Distributary,,17.75,9.29,152.5,0.07,8,9.28,3.48,73,Mamou,20924,0.026873,562.290652,6.057,3405.794479,3405.794479,14,14,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
TPS0634.2019,2020-03-05,11:47,2019,38.044842,-121.960343,SuisunEast,Terminal,,17.81,9.27,161.2,0.08,7.9,10.03,3.16,70,Mamou,19189,0.026873,515.665997,6.057,3123.388944,3123.388944,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0631.2019,2020-03-05,11:00,2019,38.070558,-122.044833,SuisunWest,Shoal,,17.59,9.47,167.4,0.08,8.1,9.8,2.96,70,Mamou,30191,0.026873,811.322743,6.057,4914.181854,4914.181854,6,7,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0628.2019,2020-03-05,10:15,2019,38.038658,-122.112285,SuisunWest,Terminal,,17.4,9.06,2339,1.21,7.9,25.61,3.45,36,Mamou,11727,0.026873,315.139671,6.057,1908.800987,1908.800987,6,4,,,,,,2,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,,,
TPS0625.2019,2020-03-05,9:12,2019,38.039881,-122.089109,SuisunWest,Terminal,,17.45,9.07,1235,0.62,8.8,33.76,3.66,35,Mamou,29459,0.026873,791.651707,6.057,4795.034389,4795.034389,6,6,,,,,,,,,,,,,,,11,,,,,,,,,,,520,,,,,,,,,,,,
TPS0622.2019,2020-02-05,16:42,2019,38.050536,-121.920837,SuisunEast,Shoal,,17.76,9.47,160,0.08,7.9,27.93,3.83,38,Mamou,14806,0.026873,397.881638,6.057,2409.969081,2409.969081,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0619.2019,2020-02-05,15:32,2019,38.061825,-121.908782,SuisunEast,Distributary,,17.7,9.5,162,0.08,7.9,36.25,3.96,37,Mamou,27993,0.026873,752.255889,6.057,4556.41392,4556.41392,14,16,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0616.2019,2020-02-05,14:51,2019,38.053716,-121.893378,SuisunEast,Distributary,,17.97,9.44,167,0.08,8,32.16,3.7,45,Mamou,27096,0.026873,728.150808,6.057,4410.409444,4410.409444,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0613.2019,2020-02-05,13:48,2019,38.076111,-121.947123,SuisunEast,Shoal,,18.07,9.57,154,0.07,8.1,14.22,3.63,60,Mamou,27480,0.026873,738.47004,6.057,4472.913032,4472.913032,7,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0610.2019,2020-02-05,13:07,2019,38.075991,-121.960268,SuisunEast,Shoal,,17.98,9.55,157,0.07,8.1,15.37,3.76,55,Mamou,12378,0.026873,332.633994,6.057,2014.764102,2014.764102,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0607.2019,2020-02-05,12:17,2019,38.044637,-121.956639,SuisunEast,Terminal,,19.98,9.21,176.4,0.08,8,26.3,4.09,53,Mamou,17778,0.026873,477.748194,6.057,2893.720811,2893.720811,7,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
TPS0604.2019,2020-02-05,10:57,2019,38.090742,-122.049742,SuisunWest,Shoal,,17.47,9.56,364,0.18,8.1,26.24,3.78,47,Mamou,28207,0.026873,758.006711,6.057,4591.246649,4591.246649,8,10,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0601.2019,2019-03-05,16:42,2019,38.041539,-121.94642,SuisunEast,Terminal,,19.74,9.53,253,0.12,7.7,18.72,3.5,65,Mamou,17088,0.026873,459.205824,6.057,2781.409676,2781.409676,8,6,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,
TPS0598.2019,2019-03-05,15:55,2019,38.121559,-122.077247,SuisunWest,Distributary,,19.6,9.07,659,0.32,8,55.2,6.62,19,Mamou,28404,0.026873,763.300692,6.057,4623.312291,4623.312291,10,10,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,2,,,,
TPS0595.2019,2019-03-05,15:10,2019,38.170813,-122.067675,SuisunWest,Distributary,,19.84,8.8,770,0.38,8,48.6,9.52,17,Mamou,40083,0.026873,1077.150459,6.057,6524.30033,6524.30033,11,25,2,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,1,,,,,,
TPS0592.2019,2019-03-05,14:33,2019,38.169073,-122.04161,SuisunWest,Distributary,,19.54,8.94,671,0.33,8.1,50.12,9.84,18,Mamou,23846,0.026873,640.813558,6.057,3881.407721,3881.407721,45,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0589.2019,2019-03-05,13:50,2019,38.080164,-122.016913,SuisunWest,Distributary,,18.72,9.91,165,0.08,7.9,9.33,2.58,60,Mamou,17416,0.026873,468.020168,6.057,2834.798158,2834.798158,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0586.2019,2019-03-05,13:10,2019,38.086266,-122.022618,SuisunWest,Distributary,,18.7,9.92,173,0.08,8,12.85,2.77,55,Mamou,18342,0.026873,492.904566,6.057,2985.522956,2985.522956,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0583.2019,2019-03-05,12:15,2019,38.079259,-121.941688,SuisunEast,Distributary,,18.18,9.28,218,0.01,7.9,17.38,3.07,42,Mamou,22613,0.026873,607.679149,6.057,3680.712605,3680.712605,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
TPS0580.2019,2019-03-05,11:30,2019,38.068847,-121.912941,SuisunEast,Distributary,,18.09,9.71,186,0.09,8.1,21.8,4.07,42,Mamou,19298,0.026873,518.595154,6.057,3141.130848,3141.130848,6,4,,,,,,,,,,,,1,,,,,,,,,,,,,1,4,,,,,,,,,,,,
TPS0577.2019,2019-03-05,10:49,2019,38.056972,-121.897247,SuisunEast,Distributary,,17.61,9.43,155,0.07,7.9,12.3,2.15,55,Mamou,23524,0.026873,632.160452,6.057,3828.995858,3828.995858,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0574.2019,2019-02-05,16:09,2019,38.205305,-122.033793,SuisunWest,Terminal,,19.6,6.84,2125,1.09,8,51.2,4.22,29,Mamou,21406,0.026873,575.243438,6.057,3484.249504,3484.249504,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0571.2019,2019-02-05,15:39,2019,38.218536,-122.02609,SuisunWest,Terminal,,22.34,7.37,2243,1.15,8.1,41.06,5.19,26,Mamou,20292,0.026873,545.306916,6.057,3302.92399,3302.92399,4,3,5,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,2,,,,,,
TPS0568.2019,2019-02-05,14:44,2019,38.174849,-121.961795,SuisunEast,Distributary,,19.69,8.43,812,0.4,7.9,28.94,2.45,27,Mamou,3102,0.026873,83.360046,6.057,504.9117986,504.9117986,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0565.2019,2019-02-05,14:09,2019,38.175828,-121.934817,SuisunEast,Distributary,,19.71,8.43,776,0.38,7.8,28.45,3.03,34,Mamou,16502,0.026873,443.458246,6.057,2686.026596,2686.026596,8,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0562.2019,2019-02-05,13:24,2019,38.210136,-121.924168,SuisunEast,Terminal,,19.85,6.77,1923,0.98,7.6,51.3,7.99,20,Mamou,8460,0.026873,227.34558,6.057,1377.032178,1377.032178,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,6,,,,,
TPS0559.2019,2019-02-05,12:23,2019,38.217315,-121.904791,SuisunEast,Terminal,,19.84,6.03,3260,1.72,7.5,53.65,13.69,24,Mamou,18181,0.026873,488.578013,6.057,2959.317025,2959.317025,3,7,2,,1,,,,,,,,,,,,,2,,,,,,,,,,7,,,,,,,3,,,,,
TPS0556.2019,2019-02-05,11:37,2019,38.204616,-121.910303,SuisunEast,Terminal,,19.43,6.57,2578,1.34,7.6,48.79,8.91,18,Mamou,17619,0.026873,473.475387,6.057,2867.840419,2867.840419,6,6,1,,1,,,,,,,,,2,,,,,,,,,1,,,,,4,,,,,,,40,1,,,,
TPS0553.2019,2019-02-05,10:37,2019,38.17578,-121.921185,SuisunEast,Distributary,,18.69,8.09,894,0.44,7.7,29.62,4.99,28,Mamou,21614,0.026873,580.833022,6.057,3518.105614,3518.105614,6,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
TPS0550.2019,2021-06-04,14:37,2019,38.111823,-121.989483,SuisunWest,Shoal,,18.04,9.5,337,0.16,8.5,76.55,10.13,12,Mamou,19738,0.026873,530.419274,6.057,3212.749543,3212.749543,5,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
TPS0547.2019,2021-06-04,14:01,2019,38.097887,-122.01339,SuisunWest,Shoal,,16.91,9.53,239.7,0.11,8.4,96.63,10.48,15,Mamou,20926,0.026873,562.344398,6.057,3406.120019,3406.120019,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0544.2019,2021-06-04,13:17,2019,38.070408,-121.976466,SuisunWest,Shoal,,17.66,9.29,165,0.08,8.1,10.32,3.65,75,Mamou,22176,0.026873,595.935648,6.057,3609.58222,3609.58222,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0541.2019,2021-06-04,12:21,2019,38.080603,-121.955076,SuisunEast,Terminal,,17.93,9.2,313.8,0.15,8.2,24.88,3.7,40,Mamou,19995,0.026873,537.325635,6.057,3254.581371,3254.581371,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,
TPS0538.2019,2021-06-04,11:27,2019,38.061303,-121.920636,SuisunEast,Shoal,,17.12,9.45,174,0.08,8.8,34.86,4.84,35,Mamou,18909,0.026873,508.141557,6.057,3077.813411,3077.813411,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0535.2019,2021-06-04,10:36,2019,38.078381,-121.935958,SuisunEast,Shoal,,16.51,8.97,181.9,0.9,8.3,31.41,3.54,45,Mamou,23063,0.026873,619.771999,6.057,3753.958998,3753.958998,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0532.2019,2021-06-04,9:23,2019,38.079445,-121.913654,SuisunEast,Shoal,,16.89,9.2,172,0.08,8.5,35.4,3.96,30,Mamou,,0.026873,,6.057,,2861.314941,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0529.2019,2021-06-04,8:42,2019,38.060621,-121.90808,SuisunEast,Distributary,,17.12,9.11,198,0.09,8.9,15.2,3.24,60,Mamou,24358,0.026873,654.572534,6.057,3964.745838,3964.745838,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0523.2019,2020-07-04,17:08,2019,38.056941,-121.897884,SuisunEast,Distributary,,17.03,9.57,184,0.09,7.8,22.45,2.8,30,Otter,12924,0.026873,347.306652,6.541,2271.732811,2271.732811,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0517.2019,2020-07-04,16:29,2019,38.07038,-121.911269,SuisunEast,Distributary,,17.25,9.58,177.4,0.08,7.8,23.84,2.98,28,Otter,,0.026873,,6.541,,4203.355276,24,22,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0520.2019,2020-07-04,16:29,2019,38.044924,-121.960171,SuisunEast,Terminal,,18.15,9.76,182,0.09,7.9,17.53,1.02,38,Mamou,16420,0.026873,441.25466,6.057,2672.679476,2672.679476,7,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0514.2019,2020-07-04,15:51,2019,38.040456,-121.956555,SuisunEast,Terminal,,19.36,10.13,208,0.1,8,28.13,2.29,32,Mamou,21389,0.026873,574.786597,6.057,3481.482418,3481.482418,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0511.2019,2020-07-04,15:37,2019,38.078541,-121.964058,SuisunEast,Distributary,,16.68,9.87,451.5,0.22,7.7,13.95,3.03,41,Otter,15146,0.026873,407.018458,6.541,2662.307734,2662.307734,7,5,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,110,,,,
TPS0508.2019,2020-07-04,14:46,2019,38.082505,-122.017912,SuisunWest,Distributary,,16.7,9.67,165.8,0.08,7.9,18.54,2.55,35,Otter,,0.026873,,6.541,,3152.516457,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0505.2019,2020-07-04,14:23,2019,38.037056,-121.928082,SuisunEast,Terminal,,16.89,10.05,173,0.08,7.9,13.18,1.23,51,Mamou,31521,0.026873,847.063833,6.057,5130.665636,5130.665636,5,5,,,1,1,,3,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,4,,,
TPS0502.2019,2020-07-04,14:00,2019,38.087347,-122.014675,SuisunWest,Distributary,,18.03,9.78,226.1,0.11,7.9,22.5,2.8,37,Otter,,0.026873,,6.541,,3502.796063,5,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0499.2019,2020-07-04,13:22,2019,38.083417,-122.010576,SuisunWest,Distributary,,18.6,9.37,1595,0.9,7.8,18.24,2.27,25,Otter,12219,0.026873,328.361187,6.541,2147.810524,2147.810524,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0493.2019,2020-07-04,11:54,2019,38.07761,-121.942758,SuisunEast,Shoal,,17.1,9.45,203.6,0.1,7.7,22.13,2.51,40,Otter,20862,0.026873,560.624526,6.541,3667.045025,3667.045025,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
TPS0487.2019,2020-07-04,11:21,2019,38.076296,-121.956187,SuisunEast,Shoal,,16.7,9.45,197,0.09,7.8,21.57,2.2,41,Otter,22020,0.026873,591.74346,6.541,3870.593972,3870.593972,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0478.2019,2020-07-04,10:13,2019,38.049334,-121.901919,SuisunEast,Shoal,,14.8,9.73,150.8,0.07,7.7,21.25,2.25,39,Otter,11446,0.026873,307.588358,6.541,2011.93545,2011.93545,32,25,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0526.2019,2020-07-04,14:06,2019,,,,,,15.55,9.63,252,0.12,7.8,21.68,1.21,42,Mamou,,0.026873,,6.057,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0496.2019,2020-06-04,18:09,2019,38.085417,-121.995389,SuisunWest,Shoal,,16.31,9.85,168,0.08,7.7,19.19,2.28,48,Mamou,24367,0.026873,654.814391,6.057,3966.210766,3966.210766,100,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0490.2019,2020-06-04,17:23,2019,38.070472,-122.023872,SuisunWest,Shoal,,16.36,9.7,162,0.08,7.8,24.24,2.59,47,Mamou,25682,0.026873,690.152386,6.057,4180.253002,4180.253002,12,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0484.2019,2020-06-04,16:33,2019,38.132785,-122.00029,SuisunWest,Shoal,,16.72,9.63,345,0.17,7.9,71.98,4.84,15,Mamou,23981,0.026873,644.441413,6.057,3903.381639,3903.381639,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0481.2019,2020-06-04,15:39,2019,38.139529,-122.060151,SuisunWest,Distributary,,17.09,9.86,225,0.11,7.8,35.82,3.99,20,Mamou,20945,0.026873,562.854985,6.057,3409.212644,3409.212644,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,
TPS0475.2019,2020-06-04,14:48,2019,38.220151,-122.031676,SuisunWest,Terminal,,18.58,6.83,2233,1.14,7.8,57.34,9.92,14,Mamou,9318,0.026873,250.402614,6.057,1516.688633,1516.688633,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
TPS0472.2019,2020-06-04,14:06,2019,38.225485,-122.023749,SuisunWest,Terminal,,18.31,6.5,2213,1.14,7.8,71.56,10.4,16,Mamou,17243,0.026873,463.371139,6.057,2806.638989,2806.638989,14,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
TPS0469.2019,2020-06-04,13:08,2019,38.192173,-121.998811,SuisunWest,Distributary,,17.59,8.64,854,0.42,7.8,78.25,4.52,26,Mamou,1,0.026873,0.026873,6.057,,2861.314941,14,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0466.2019,2020-06-04,11:41,2019,38.191175,-122.04161,SuisunWest,Terminal,,17.89,6.67,2230,1.15,7.7,68.93,11.91,15,Mamou,21785,0.026873,585.428305,6.057,3545.939243,3545.939243,11,9,2,,,,,,,,,,,,,,,,,,,,10,,,,,5,,,,,,3,1,3,,,,
TPS0463.2019,2020-06-04,10:52,2019,38.192269,-122.037291,SuisunWest,Terminal,,18.61,6.96,2245,1.16,7.9,105.92,13.49,12,Mamou,20474,0.026873,550.197802,6.057,3332.548087,3332.548087,35,25,4,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,1,,,,,,
TPS0460.2019,2019-03-04,14:06,2019,38.173791,-122.054818,SuisunWest,Distributary,,15.69,8.26,1070,0.53,7.7,50.25,2.43,25,Otter,,0.026873,,6.541,,3502.796063,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0457.2019,2019-03-04,13:14,2019,38.206021,-122.034182,SuisunWest,Terminal,,16.55,6.06,1860,0.95,7.6,61.25,4.75,24,Otter,21221,0.026873,570.271933,6.541,3730.148714,3730.148714,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,,,,,
TPS0454.2019,2019-03-04,12:15,2019,38.219868,-122.029441,SuisunWest,Distributary,,16.58,6.36,1760,0.9,7.7,40.25,5.34,22,Otter,22807,0.026873,612.892511,6.541,4008.929914,4008.929914,3,4,,,,,,,,,,,,1,,,,,,,,,4,,,,,3,,,,,,1,3,,1,,,
TPS0451.2019,2019-03-04,11:32,2019,38.235265,-122.037286,SuisunWest,Terminal,,16.4,6.12,1678,0.85,7.7,31.38,1.37,36,Otter,24878,0.026873,668.546494,6.541,4372.962617,4372.962617,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
TPS0448.2019,2019-03-04,10:06,2019,38.137495,-122.018166,SuisunWest,Shoal,,15.15,9.82,370.7,0.18,8.1,76.98,3.96,27,Otter,,0.026873,,6.541,,3502.796063,3,3,,,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,2,,,,,,
TPS0445.2019,2019-03-04,9:26,2019,38.123161,-122.060686,SuisunWest,Shoal,,15.31,8.76,918,0.46,7.6,42.17,2.47,28,Otter,23583,0.026873,633.745959,6.541,4145.332318,4145.332318,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0442.2019,2019-03-04,8:43,2019,38.085492,-121.987409,SuisunWest,Distributary,,14.06,9.68,205.5,0.1,7.7,24.5,1.49,47,Otter,,0.026873,,6.541,,3502.796063,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0439.2019,2019-03-04,8:07,2019,38.070488,-122.022353,SuisunWest,Shoal,,14.11,9.8,208.5,0.1,7.7,20.01,1.28,52,Otter,20836,0.026873,559.925828,6.541,3662.474841,3662.474841,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0436.2019,2019-02-04,17:09,2019,38.041603,-121.869024,SuisunEast,Distributary,,15.11,9.78,212,0.1,7.7,16.97,1.89,60,Otter,22541,0.026873,605.744293,6.541,3962.173421,3962.173421,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0433.2019,2019-02-04,16:17,2019,38.039488,-121.864487,SuisunEast,Terminal,,15.22,9.11,294,0.14,7.5,10.51,1.53,75,Otter,19888,0.026873,534.450224,6.541,3495.838915,3495.838915,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0418.2019,2019-02-04,15:39,2019,38.18256,-121.963533,SuisunEast,Distributary,,15.75,9,804,0.4,7.5,34.21,3.57,28,Mamou,17718,0.026873,476.135814,6.057,2883.954625,2883.954625,28,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0415.2019,2019-02-04,14:47,2019,38.173699,-121.927591,SuisunEast,Terminal,,15.21,9.06,765,0.38,7.5,25.14,3.26,36,Mamou,8858,0.026873,238.041034,6.057,1441.814543,1441.814543,35,22,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0412.2019,2019-02-04,13:48,2019,38.207159,-121.923643,SuisunEast,Terminal,,16.83,6.45,2033,1.04,7.2,45.94,10.58,23,Mamou,14843,0.026873,398.875939,6.057,2415.991563,2415.991563,7,6,,,1,,,,,,,,,2,,,,,,,,,,,,,,2,,,,1,,,120,,,,,
TPS0409.2019,2019-02-04,13:08,2019,38.206795,-121.910978,SuisunEast,Terminal,,17.18,4.65,2210,1.14,7,40.66,12.62,30,Mamou,17185,0.026873,461.812505,6.057,2797.198343,2797.198343,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,220,,,,,
TPS0430.2019,2019-02-04,12:59,2019,38.086066,-122.037662,SuisunWest,Shoal,,13.95,10,207.9,0.1,7.8,12.98,1.71,67,Otter,26878,0.026873,722.292494,6.541,4724.515203,4724.515203,10,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0427.2019,2019-02-04,12:20,2019,38.085948,-122.01598,SuisunWest,Distributary,,13.98,9.63,299.4,0.14,7.6,13.04,1.68,59,Otter,15188,0.026873,408.147124,6.541,2669.690338,2669.690338,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0406.2019,2019-02-04,12:09,2019,38.218476,-121.904623,SuisunEast,Terminal,,16.81,4.12,2333,1.23,7,46.31,21.35,27,Mamou,3906,0.026873,104.965938,6.057,635.7786865,635.7786865,4,8,,,,,,,,,,,,4,,,,,,,,,,,,,1,7,,,,,,,3,,,,,
TPS0424.2019,2019-02-04,11:08,2019,38.088793,-122.019425,SuisunWest,Distributary,,13.95,9.62,254.4,0.12,7.7,15.9,1.34,53,Otter,22261,0.026873,598.219853,6.541,3912.956058,3912.956058,4,5,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
TPS0421.2019,2019-02-04,10:32,2019,38.092945,-122.02857,SuisunWest,Shoal,,13.85,9.86,197.5,0.09,7.8,16.6,1.37,54,Otter,,0.026873,,6.541,,4903.914489,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0403.2019,2019-02-04,10:32,2019,38.120854,-121.902519,SuisunEast,Distributary,,14.1,9.56,554,0.27,7.5,23.72,2.99,51,Mamou,18852,0.026873,506.609796,6.057,3068.535534,3068.535534,32,34,30,,,,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,
TPS0400.2019,2020-10-03,15:02,2019,38.034915,-122.085525,SuisunWest,Terminal,,13.2,9.61,300,0.14,7.7,34.2,5.08,47,Otter,11292,0.026873,303.449916,6.541,1984.865901,1984.865901,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0397.2019,2020-10-03,14:03,2019,38.07387,-122.242451,NapaRiverSanPabloBay,Distributary,,13.6,9.68,2653,1.38,7.7,114,4.54,18,Otter,23339,0.026873,627.188947,6.541,4102.442902,4102.442902,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
TPS0394.2019,2020-10-03,13:04,2019,38.102842,-122.31115,NapaRiverSanPabloBay,Shoal,,14.1,10.13,9469,5.34,7.9,72.5,20.88,30,Otter,22059,0.026873,592.791507,6.541,3877.449247,3877.449247,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
TPS0391.2019,2020-10-03,11:45,2019,38.111003,-122.488161,NapaRiverSanPabloBay,Shoal,,14.4,8.71,5340,2.9,7.6,85,6.5,20,Otter,28869,0.026873,775.796637,6.541,5074.485803,5074.485803,16,18,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,1,,,,
TPS0388.2019,2020-06-03,17:41,2019,38.182839,-121.965283,SuisunEast,Distributary,,14.16,9.07,760,0.37,7.5,68.6,3.86,18,Mamou,9154,0.026873,245.995442,6.057,1489.994392,1489.994392,20,31,1,,1,,,2,,,,,,,,,,,,,,,,,,,,360,,,,,,6,7,1,,,,
