SurveySeason,StationCode,Year,SampleDate,TowNumber,Salinity_ppt,Temperature_c,Turbidity_ntu,Secchi_cm,Volume_m3,Delta_Smelt,Longfin_Smelt
20mm,918,2011,2011-06-06T07:00:00Z,1,0.067,18.5,6.5,67,1010.884866,0,0
20mm,918,2011,2011-06-06T07:00:00Z,2,0.067,18.5,6.5,67,1014.252859,0,0
20mm,918,2011,2011-06-06T07:00:00Z,3,0.067,18.5,6.5,67,1040.791021,0,0
20mm,918,2011,2011-06-20T07:00:00Z,2,0.045,23.29999924,7.599999905,84,950.6261942,0,0
20mm,918,2011,2011-06-20T07:00:00Z,3,0.045,23.29999924,7.599999905,84,994.8564649,0,0
20mm,918,2011,2011-07-05T07:00:00Z,1,0.035,26.5,6.699999809,100,963.0025544,0,0
20mm,918,2011,2011-07-05T07:00:00Z,2,0.035,26.5,6.699999809,100,967.5067379,0,0
20mm,918,2011,2011-07-05T07:00:00Z,3,0.035,26.5,6.699999809,100,905.6249371,0,0
20mm,918,2012,2012-03-12T07:00:00Z,1,0.192,12.80000019,7.849999905,95,973.6340506,0,0
20mm,918,2012,2012-03-12T07:00:00Z,3,0.192,12.80000019,7.849999905,95,920.598304,0,0
20mm,918,2012,2012-03-26T07:00:00Z,1,0.175,13.60000038,8.100000381,71,939.5077592,0,0
20mm,918,2012,2012-03-26T07:00:00Z,2,0.175,13.60000038,8.100000381,71,973.4717377,0,0
20mm,918,2012,2012-03-26T07:00:00Z,3,0.175,13.60000038,8.100000381,71,946.8118406,0,1
20mm,918,2012,2012-04-09T07:00:00Z,1,0.176,15.89999962,5.940000057,100,894.7093933,0,0
20mm,918,2012,2012-04-09T07:00:00Z,2,0.176,15.89999962,5.940000057,100,953.1826227,0,0
20mm,918,2012,2012-04-09T07:00:00Z,3,0.176,15.89999962,5.940000057,100,922.5866373,0,0
20mm,918,2012,2012-04-23T07:00:00Z,1,0.204,20.79999924,5.900000095,87,902.2163658,0,0
20mm,918,2012,2012-04-23T07:00:00Z,2,0.204,20.79999924,5.900000095,87,950.4233031,0,0
20mm,918,2012,2012-04-23T07:00:00Z,3,0.204,20.79999924,5.900000095,87,935.0847321,0,0
20mm,918,2012,2012-05-07T07:00:00Z,1,0.168,19.89999962,7,76,952.8579969,0,0
20mm,918,2012,2012-05-07T07:00:00Z,2,0.168,19.89999962,7,76,983.0076218,0,0
20mm,918,2012,2012-05-07T07:00:00Z,3,0.168,19.89999962,7,76,1003.134424,0,0
20mm,918,2012,2012-05-21T07:00:00Z,1,0.122,21.89999962,7,85,961.4605816,0,0
20mm,918,2012,2012-05-21T07:00:00Z,2,0.122,21.89999962,7,85,973.4717377,0,0
20mm,918,2012,2012-05-21T07:00:00Z,3,0.122,21.89999962,7,85,970.347214,0,0
20mm,918,2012,2012-06-04T07:00:00Z,3,0.11,21.89999962,7.699999809,101,961.7852075,0,0
20mm,918,2012,2012-06-18T07:00:00Z,1,0.094,24.29999924,7,90,1027.319049,0,0
20mm,918,2012,2012-06-18T07:00:00Z,2,0.094,24.29999924,7,90,1003.012689,0,0
20mm,918,2012,2012-06-18T07:00:00Z,3,0.094,24.29999924,7,90,880.1012305,0,0
20mm,918,2012,2012-07-09T07:00:00Z,1,0.084,24.39999962,7.199999809,112,915.5260253,0,0
20mm,918,2012,2012-07-09T07:00:00Z,2,0.084,24.39999962,7.199999809,112,936.7484396,0,0
20mm,918,2012,2012-07-09T07:00:00Z,3,0.084,24.39999962,7.199999809,112,889.4748016,0,0
20mm,918,2013,2013-03-11T07:00:00Z,1,0.154,14.19999981,5.099999905,154,918.7317054,0,0
20mm,918,2013,2013-03-11T07:00:00Z,2,0.154,14.19999981,5.099999905,154,830.3523205,0,0
20mm,918,2013,2013-03-11T07:00:00Z,3,0.154,14.19999981,5.099999905,154,871.3363328,0,0
20mm,918,2013,2013-03-27T07:00:00Z,1,0.121,16.39999962,4.199999809,145,896.0890531,0,0
20mm,918,2013,2013-03-27T07:00:00Z,2,0.121,16.39999962,4.199999809,145,901.9728964,0,0
20mm,918,2013,2013-03-27T07:00:00Z,3,0.121,16.39999962,4.199999809,145,878.8838836,0,1
20mm,918,2013,2013-04-08T07:00:00Z,1,0.184,17.10000038,7.900000095,97,931.4732697,0,0
20mm,918,2013,2013-04-08T07:00:00Z,2,0.184,17.10000038,7.900000095,97,910.4131683,0,0
20mm,918,2013,2013-04-08T07:00:00Z,3,0.184,17.10000038,7.900000095,97,952.168167,0,1
20mm,918,2013,2013-04-22T07:00:00Z,1,0.173,18.79999924,5.300000191,100,873.9739177,0,0
20mm,918,2013,2013-04-22T07:00:00Z,2,0.173,18.79999924,5.300000191,100,963.0837108,0,0
20mm,918,2013,2013-04-22T07:00:00Z,3,0.173,18.79999924,5.300000191,100,966.3299692,0,0
20mm,918,2013,2013-05-06T07:00:00Z,1,0.111,20.29999924,10.30000019,69,283.6418277,0,0
20mm,918,2013,2013-05-06T07:00:00Z,2,0.111,20.29999924,10.30000019,69,896.2919442,0,0
20mm,918,2013,2013-05-06T07:00:00Z,3,0.111,20.29999924,10.30000019,69,895.5615361,0,0
20mm,918,2013,2013-05-20T07:00:00Z,1,0.17,20.89999962,8.899999619,64,873.7304484,0,0
20mm,918,2013,2013-05-20T07:00:00Z,2,0.17,20.89999962,8.899999619,64,891.5037131,0,0
20mm,918,2013,2013-05-20T07:00:00Z,3,0.17,20.89999962,8.899999619,64,915.5260253,0,0
20mm,918,2013,2013-06-03T07:00:00Z,1,0.146,23.29999924,8.899999619,100,881.602625,0,0
20mm,918,2013,2013-06-03T07:00:00Z,2,0.146,23.29999924,8.899999619,100,893.0051076,0,0
20mm,918,2013,2013-06-03T07:00:00Z,3,0.146,23.29999924,8.899999619,100,901.2830665,0,0
20mm,918,2013,2013-06-17T07:00:00Z,1,0.124,22.5,9.899999619,96,912.0768757,0,0
20mm,918,2013,2013-06-17T07:00:00Z,2,0.124,22.5,9.899999619,96,849.4646668,0,0
20mm,918,2013,2013-06-17T07:00:00Z,3,0.124,22.5,9.899999619,96,936.6267049,0,0
20mm,918,2013,2013-07-01T07:00:00Z,1,0.102,26.5,6.699999809,95,982.6424177,0,0
20mm,918,2013,2013-07-01T07:00:00Z,2,0.102,26.5,6.699999809,95,989.581295,0,0
20mm,918,2013,2013-07-01T07:00:00Z,3,0.102,26.5,6.699999809,95,972.3355473,0,0
20mm,918,2014,2014-03-18T07:00:00Z,1,0.224,15.60000038,3.799999952,121,868.1712309,0,0
20mm,918,2014,2014-03-18T07:00:00Z,2,0.224,15.60000038,3.799999952,121,877.0578632,0,0
20mm,918,2014,2014-03-18T07:00:00Z,3,0.224,15.60000038,3.799999952,121,873.1217749,0,0
20mm,918,2014,2014-04-01T07:00:00Z,1,0.226,15.30000019,3.900000095,154,892.8833729,0,0
20mm,918,2014,2014-04-01T07:00:00Z,2,0.226,15.30000019,3.900000095,154,965.6807175,0,0
20mm,918,2014,2014-04-01T07:00:00Z,3,0.226,15.30000019,3.900000095,154,906.8828623,0,0
20mm,918,2014,2014-04-14T07:00:00Z,1,0.178,19.5,22.70000076,134,882.8605501,0,0
20mm,918,2014,2014-04-14T07:00:00Z,2,0.178,19.5,22.70000076,134,900.9584407,0,0
20mm,918,2014,2014-04-14T07:00:00Z,3,0.178,19.5,22.70000076,134,893.5732028,0,0
20mm,918,2014,2014-04-28T07:00:00Z,1,0.199,18,3.900000095,142,828.9320824,0,0
20mm,918,2014,2014-04-28T07:00:00Z,2,0.199,18,3.900000095,142,891.4631349,0,0
20mm,918,2014,2014-04-28T07:00:00Z,3,0.199,18,3.900000095,142,899.2947333,0,0
20mm,918,2014,2014-05-12T07:00:00Z,1,0.227,19.5,NA,200,925.9140521,0,0
20mm,918,2014,2014-05-12T07:00:00Z,2,0.227,19.5,NA,200,910.7377941,0,0
20mm,918,2014,2014-05-12T07:00:00Z,3,0.227,19.5,NA,200,941.8612965,0,0
20mm,918,2014,2014-05-27T07:00:00Z,1,0.212,23.79999924,3.299999952,143,830.0276947,0,0
20mm,918,2014,2014-05-27T07:00:00Z,2,0.212,23.79999924,3.299999952,143,864.0322514,0,0
20mm,918,2014,2014-06-09T07:00:00Z,1,0.251,26,2.900000095,155,880.7099039,0,0
20mm,918,2014,2014-06-09T07:00:00Z,2,0.251,26,2.900000095,155,477.8492365,0,0
20mm,918,2014,2014-06-23T07:00:00Z,2,0.351,24,3.400000095,155,909.2769778,0,0
20mm,918,2014,2014-07-07T07:00:00Z,1,0.331,25.89999962,4.599999905,125,852.14283,0,0
20mm,918,2014,2014-07-07T07:00:00Z,2,0.331,25.89999962,4.599999905,125,813.8369809,0,0
20mm,918,2014,2014-07-07T07:00:00Z,3,0.331,25.89999962,4.599999905,125,839.5635787,0,0
20mm,918,2015,2015-03-16T07:00:00Z,1,0.185,17.79999924,6.199999809,79,967.2632685,0,0
20mm,918,2015,2015-03-16T07:00:00Z,2,0.185,17.79999924,6.199999809,79,955.2521124,0,1
20mm,918,2015,2015-03-16T07:00:00Z,3,0.185,17.79999924,6.199999809,79,977.1643566,0,0
20mm,918,2015,2015-04-15T07:00:00Z,1,0.171,17.39999962,9.899999619,60,259.5789373,0,0
20mm,918,2015,2015-04-15T07:00:00Z,2,0.171,17.39999962,9.899999619,60,249.2314887,0,0
20mm,918,2015,2015-04-15T07:00:00Z,3,0.171,17.39999962,9.899999619,60,302.6324393,0,0
20mm,918,2015,2015-04-27T07:00:00Z,2,0.21,19.29999924,8.300000191,81,952.3304799,0,1
20mm,918,2015,2015-04-27T07:00:00Z,3,0.21,19.29999924,8.300000191,81,956.3477246,0,0
20mm,918,2015,2015-05-11T07:00:00Z,1,0.298,20.70000076,9,86,904.4481685,0,0
20mm,918,2015,2015-05-11T07:00:00Z,2,0.298,20.70000076,9,86,927.2531337,0,0
20mm,918,2015,2015-05-11T07:00:00Z,3,0.298,20.70000076,9,86,949.530582,0,0
20mm,918,2015,2015-05-26T07:00:00Z,3,0.404,20.70000076,5,154,1065.422007,0,0
20mm,918,2015,2015-06-08T07:00:00Z,1,0.414,25.29999924,7,92,1013.157247,0,0
20mm,918,2015,2015-06-08T07:00:00Z,2,0.414,25.29999924,7,92,997.0476893,0,0
20mm,918,2015,2015-06-08T07:00:00Z,3,0.414,25.29999924,7,92,985.0365333,0,0
20mm,918,2015,2015-06-22T07:00:00Z,1,0.377,25.5,6.199999809,112,1041.683742,0,0
20mm,918,2015,2015-06-22T07:00:00Z,2,0.377,25.5,6.199999809,112,1012.061634,0,0
20mm,918,2015,2015-06-22T07:00:00Z,3,0.377,25.5,6.199999809,112,1099.467142,0,0
20mm,918,2015,2015-07-06T07:00:00Z,1,0.355,26.79999924,8.199999809,99,1046.634286,0,0
20mm,918,2015,2015-07-06T07:00:00Z,2,0.355,26.79999924,8.199999809,99,1041.359116,0,0
20mm,918,2015,2015-07-06T07:00:00Z,3,0.355,26.79999924,8.199999809,99,977.935343,0,0
20mm,918,2016,2016-03-14T07:00:00Z,1,0.136,14.60000038,7.400000095,112,968.5211936,0,0
20mm,918,2016,2016-03-14T07:00:00Z,2,0.136,14.60000038,7.400000095,112,534.3747109,0,0
20mm,918,2016,2016-03-14T07:00:00Z,3,0.136,14.60000038,7.400000095,112,551.2958328,0,0
20mm,918,2016,2016-03-28T07:00:00Z,1,0.118,16.60000038,8.100000381,119,922.9112631,0,0
20mm,918,2016,2016-03-28T07:00:00Z,2,0.118,16.60000038,8.100000381,119,949.530582,0,0
20mm,918,2016,2016-03-28T07:00:00Z,3,0.118,16.60000038,8.100000381,119,968.4806154,0,0
20mm,918,2016,2016-04-11T07:00:00Z,1,0.127,18.60000038,8.199999809,94,979.2338464,0,0
20mm,918,2016,2016-04-11T07:00:00Z,3,0.127,18.60000038,8.199999809,94,913.8217396,0,0
20mm,918,2016,2016-04-25T07:00:00Z,1,0.129,18.79999924,6.900000095,57,849.2617757,0,0
20mm,918,2016,2016-04-25T07:00:00Z,3,0.129,18.79999924,6.900000095,57,246.5533255,0,0
20mm,918,2016,2016-05-10T07:00:00Z,1,0.142,19.60000038,10.10000038,127,260.8368624,0,0
20mm,918,2016,2016-05-10T07:00:00Z,2,0.142,19.60000038,10.10000038,127,285.995365,0,0
20mm,918,2016,2016-05-10T07:00:00Z,3,0.142,19.60000038,10.10000038,127,289.3633581,0,0
20mm,918,2016,2016-05-23T07:00:00Z,1,0.146,20.20000076,6.099999905,91,950.6261942,0,0
20mm,918,2016,2016-05-23T07:00:00Z,2,0.146,20.20000076,6.099999905,91,1004.798131,0,0
20mm,918,2016,2016-05-23T07:00:00Z,3,0.146,20.20000076,6.099999905,91,974.8919758,0,0
20mm,918,2016,2016-06-06T07:00:00Z,1,0.106,24.89999962,6,127,964.0575883,0,0
20mm,918,2016,2016-06-06T07:00:00Z,2,0.106,24.89999962,6,127,915.4042906,0,0
20mm,918,2016,2016-06-06T07:00:00Z,3,0.106,24.89999962,6,127,502.5208003,0,0
20mm,918,2016,2016-06-20T07:00:00Z,1,0.093,22.70000076,6,98,1055.602075,0,0
20mm,918,2016,2016-06-20T07:00:00Z,2,0.093,22.70000076,6,98,931.351535,0,0
20mm,918,2016,2016-06-20T07:00:00Z,3,0.093,22.70000076,6,98,1030.97109,0,0
20mm,918,2016,2016-07-05T07:00:00Z,2,0.12,24.39999962,7,69,1017.093335,0,0
20mm,918,2016,2016-07-05T07:00:00Z,3,0.12,24.39999962,7,69,673.2334139,0,0
20mm,918,2017,2017-03-13T07:00:00Z,1,0.025,14.80000019,19.10000038,55,907.4103793,0,0
20mm,918,2017,2017-03-13T07:00:00Z,2,0.025,14.80000019,19.10000038,55,918.0012973,0,0
20mm,918,2017,2017-03-13T07:00:00Z,3,0.025,14.80000019,19.10000038,55,936.7890178,0,0
20mm,918,2017,2017-03-27T07:00:00Z,1,0.026,14.19999981,17.79999924,46,972.8630643,0,0
20mm,918,2017,2017-03-27T07:00:00Z,2,0.026,14.19999981,17.79999924,46,993.9637439,0,0
20mm,918,2017,2017-03-27T07:00:00Z,3,0.026,14.19999981,17.79999924,46,999.7258525,0,0
20mm,918,2017,2017-04-10T07:00:00Z,1,0.024,13.80000019,17.70000076,89,999.6852743,0,0
20mm,918,2017,2017-04-10T07:00:00Z,2,0.024,13.80000019,17.70000076,89,985.0365333,0,0
20mm,918,2017,2017-04-10T07:00:00Z,3,0.024,13.80000019,17.70000076,89,971.8080303,0,0
20mm,918,2017,2017-04-24T07:00:00Z,1,0.005,15.10000038,10.80000019,65,1013.481872,0,0
20mm,918,2017,2017-04-24T07:00:00Z,2,0.005,15.10000038,10.80000019,65,1016.931022,0,0
20mm,918,2017,2017-04-24T07:00:00Z,3,0.005,15.10000038,10.80000019,65,996.9259546,0,0
20mm,918,2017,2017-05-09T07:00:00Z,1,0.007,20.10000038,9.399999619,74,945.3104461,0,0
20mm,918,2017,2017-05-09T07:00:00Z,2,0.007,20.10000038,9.399999619,74,936.1397661,0,0
20mm,918,2017,2017-05-09T07:00:00Z,3,0.007,20.10000038,9.399999619,74,984.4278598,0,0
20mm,918,2017,2017-05-22T07:00:00Z,1,0.088,19.39999962,16.79999924,45,1093.136938,0,0
20mm,918,2017,2017-05-22T07:00:00Z,2,0.088,19.39999962,16.79999924,45,1075.282517,0,0
20mm,918,2017,2017-05-22T07:00:00Z,3,0.088,19.39999962,16.79999924,45,625.5134155,0,0
20mm,918,2017,2017-06-05T07:00:00Z,1,0.113,22.29999924,14,67,932.4877254,0,0
20mm,918,2017,2017-06-05T07:00:00Z,3,0.113,22.29999924,14,67,917.9607191,0,0
20mm,918,2017,2017-06-19T07:00:00Z,1,0.13,26.29999924,10.19999981,54,507.9988614,0,0
20mm,918,2017,2017-06-19T07:00:00Z,2,0.13,26.29999924,10.19999981,54,277.6768279,0,0
20mm,918,2017,2017-06-19T07:00:00Z,3,0.13,26.29999924,10.19999981,54,310.0582554,0,0
20mm,918,2017,2017-07-05T07:00:00Z,2,0.014,25.60000038,15.10000038,67,1040.182348,0,0
20mm,918,2017,2017-07-05T07:00:00Z,3,0.014,25.60000038,15.10000038,67,1023.829321,0,0
20mm,918,2018,2018-03-12T07:00:00Z,1,0.18,14.10000038,4.400000095,200,972.6195949,0,0
20mm,918,2018,2018-03-12T07:00:00Z,2,0.18,14.10000038,4.400000095,200,937.2759565,0,0
20mm,918,2018,2018-03-12T07:00:00Z,3,0.18,14.10000038,4.400000095,200,975.2977581,0,0
20mm,918,2018,2018-03-26T07:00:00Z,1,0.166,13.89999962,3.400000095,172,933.4616029,0,0
20mm,918,2018,2018-03-26T07:00:00Z,2,0.166,13.89999962,3.400000095,172,987.7958529,0,0
20mm,918,2018,2018-03-26T07:00:00Z,3,0.166,13.89999962,3.400000095,172,963.4894931,0,0
20mm,918,2018,2018-04-23T07:00:00Z,1,0.101,17.89999962,11.39999962,96,934.3137458,0,0
20mm,918,2018,2018-04-23T07:00:00Z,2,0.101,17.89999962,11.39999962,96,926.603882,0,0
20mm,918,2018,2018-04-23T07:00:00Z,3,0.101,17.89999962,11.39999962,96,953.7101397,0,0
20mm,918,2018,2018-05-08T07:00:00Z,1,0.073,18.60000038,10.30000019,67,965.5184046,0,0
20mm,918,2018,2018-05-08T07:00:00Z,2,0.073,18.60000038,10.30000019,67,877.017285,0,0
20mm,918,2018,2018-05-08T07:00:00Z,3,0.073,18.60000038,10.30000019,67,952.5739493,0,0
20mm,918,2018,2018-05-21T07:00:00Z,1,0.148,20.5,5.860000134,120,980.410615,0,0
20mm,918,2018,2018-05-21T07:00:00Z,2,0.148,20.5,5.860000134,120,1049.515341,0,0
20mm,918,2018,2018-05-21T07:00:00Z,3,0.148,20.5,5.860000134,120,990.9609548,0,0
20mm,918,2018,2018-06-04T07:00:00Z,1,NA,NA,NA,NA,919.3809571,0,0
20mm,918,2018,2018-06-04T07:00:00Z,2,NA,NA,NA,NA,919.3809571,0,0
20mm,918,2018,2018-06-04T07:00:00Z,3,NA,NA,NA,NA,919.3809571,0,0
20mm,918,2018,2018-06-18T07:00:00Z,1,0.083,23.70000076,7,107,883.5909583,0,0
20mm,918,2018,2018-06-18T07:00:00Z,3,0.083,23.70000076,7,107,903.5148692,0,0
20mm,918,2018,2018-07-02T07:00:00Z,2,0.083,26.20000076,5.699999809,131,918.3665014,0,0
20mm,918,2018,2018-07-02T07:00:00Z,3,0.083,26.20000076,5.699999809,131,815.4195319,0,0
20mm,918,2019,2019-03-11T07:00:00Z,1,0.063,12,8.100000381,110,954.7651737,0,0
20mm,918,2019,2019-03-11T07:00:00Z,2,0.063,12,8.100000381,110,935.3282015,0,0
20mm,918,2019,2019-03-11T07:00:00Z,3,0.063,12,8.100000381,110,977.1237784,0,0
20mm,918,2019,2019-03-25T07:00:00Z,1,0.169,15.10000038,5.5,180,1006.218369,0,0
20mm,918,2019,2019-03-25T07:00:00Z,2,0.169,15.10000038,5.5,180,1017.21507,0,0
20mm,918,2019,2019-03-25T07:00:00Z,3,0.169,15.10000038,5.5,180,1015.348471,0,0
20mm,918,2019,2019-04-08T07:00:00Z,1,0.059,15.69999981,6.900000095,160,879.3708223,0,0
20mm,918,2019,2019-04-08T07:00:00Z,2,0.059,15.69999981,6.900000095,160,920.4359911,0,0
20mm,918,2019,2019-04-08T07:00:00Z,3,0.059,15.69999981,6.900000095,160,927.658916,0,0
20mm,918,2019,2019-04-22T07:00:00Z,1,0.05,16.10000038,15.10000038,121,1113.223162,0,0
20mm,918,2019,2019-04-22T07:00:00Z,2,0.05,16.10000038,15.10000038,121,1099.101938,0,0
20mm,918,2019,2019-04-22T07:00:00Z,3,0.05,16.10000038,15.10000038,121,1053.20796,0,0
20mm,918,2019,2019-05-06T07:00:00Z,1,0.043,16.89999962,12.80000019,80,999.8475872,0,0
20mm,918,2019,2019-05-06T07:00:00Z,2,0.043,16.89999962,12.80000019,80,1026.548063,0,0
20mm,918,2019,2019-05-06T07:00:00Z,3,0.043,16.89999962,12.80000019,80,1028.698709,0,0
20mm,918,2019,2019-05-20T07:00:00Z,1,0,14.80000019,14.30000019,70,1026.629219,0,0
20mm,918,2019,2019-05-20T07:00:00Z,2,0,14.80000019,14.30000019,70,1011.615274,0,0
20mm,918,2019,2019-05-20T07:00:00Z,3,0,14.80000019,14.30000019,70,558.8433836,0,0
20mm,918,2019,2019-06-03T07:00:00Z,1,0.029,22.20000076,7.900000095,96,330.5908398,0,0
20mm,918,2019,2019-06-03T07:00:00Z,2,0.029,22.20000076,7.900000095,96,318.2956361,0,0
20mm,918,2019,2019-06-03T07:00:00Z,3,0.029,22.20000076,7.900000095,96,334.1617241,0,0
20mm,918,2019,2019-06-17T07:00:00Z,1,0.024,24.79999924,7.099999905,89,1045.579252,0,0
20mm,918,2019,2019-06-17T07:00:00Z,2,0.024,24.79999924,7.099999905,89,1031.985545,0,0
20mm,918,2019,2019-06-17T07:00:00Z,3,0.024,24.79999924,7.099999905,89,1039.817144,0,0
20mm,918,2019,2019-07-01T07:00:00Z,1,0.024,23.60000038,8.899999619,83,1045.8633,0,0
20mm,918,2019,2019-07-01T07:00:00Z,2,0.024,23.60000038,8.899999619,83,570.5299138,0,0
20mm,918,2020,2020-04-13T07:00:00Z,2,0.143,17.29999924,3,200,931.2298003,0,0
20mm,918,2020,2020-04-13T07:00:00Z,3,0.143,17.29999924,3,200,886.6343255,0,0
20mm,918,2020,2020-04-27T07:00:00Z,1,0.158,21.60000038,3.599999905,105,875.434734,0,0
20mm,918,2020,2020-04-27T07:00:00Z,2,0.158,21.60000038,3.599999905,105,888.4197676,0,0
20mm,918,2020,2020-04-27T07:00:00Z,3,0.158,21.60000038,3.599999905,105,893.8572504,0,0
20mm,918,2020,2020-05-12T07:00:00Z,1,0.136,21.70000076,4.300000191,171,944.1742556,0,0
20mm,918,2020,2020-05-12T07:00:00Z,2,0.136,21.70000076,4.300000191,171,915.3231341,0,0
20mm,918,2020,2020-05-12T07:00:00Z,3,0.136,21.70000076,4.300000191,171,904.4481685,0,0
20mm,918,2020,2020-05-26T07:00:00Z,1,0.137,23.39999962,4.699999809,122,927.9429636,0,0
20mm,918,2020,2020-05-26T07:00:00Z,2,0.137,23.39999962,4.699999809,122,914.8361954,0,0
20mm,918,2020,2020-06-09T07:00:00Z,1,0.109,22.29999924,5.5,97,913.4565355,0,0
20mm,918,2020,2020-06-09T07:00:00Z,2,0.109,22.29999924,5.5,97,946.8524188,0,0
20mm,918,2020,2020-06-22T07:00:00Z,1,0.1,25.10000038,5,131,960.0809218,0,0
20mm,918,2020,2020-06-22T07:00:00Z,2,0.1,25.10000038,5,131,921.0852428,0,0
20mm,918,2020,2020-07-06T07:00:00Z,1,0.079,24.5,7.099999905,105,948.1509222,0,0
20mm,918,2020,2020-07-06T07:00:00Z,2,0.079,24.5,7.099999905,105,1030.443573,0,0
20mm,918,2020,2020-07-06T07:00:00Z,3,0.079,24.5,7.099999905,105,1024.722042,0,0
SKT,902,2002,2002-01-07T08:00:00Z,1,0.13,10.39999962,NA,63,6795.41985,7,0
SKT,902,2002,2002-02-04T08:00:00Z,1,0.111,8.300000191,NA,64,5945.570631,0,0
SKT,902,2002,2002-03-04T08:00:00Z,1,0.13,12.30000019,NA,34,8019.397663,0,0
SKT,902,2003,2003-02-18T08:00:00Z,1,0.065,10.80000019,NA,91,9658.365809,0,0
SKT,902,2003,2003-03-17T08:00:00Z,1,0.067,13.89999962,NA,83,8046.388904,0,0
SKT,902,2003,2003-04-16T07:00:00Z,1,0.069,14.60000038,NA,85,5840.604693,0,0
SKT,902,2003,2003-05-13T07:00:00Z,1,0.095,17.60000038,NA,91,6135.633954,0,0
SKT,902,2004,2004-01-12T08:00:00Z,1,0.049,9.199999809,NA,55,4865.171226,0,0
SKT,902,2004,2004-02-11T08:00:00Z,1,0.087,9.5,NA,99,6917.255314,0,0
SKT,902,2004,2004-03-10T08:00:00Z,1,0.048,14,NA,38,6636.47143,0,0
SKT,902,2004,2004-04-05T07:00:00Z,1,0.047,15.19999981,NA,62,5466.4761,2,0
SKT,902,2004,2004-05-03T07:00:00Z,1,0.063,20.60000038,NA,64,5057.108942,0,0
SKT,902,2005,2005-01-25T08:00:00Z,1,0.102,8.300000191,NA,79,8264.193226,4,0
SKT,902,2005,2005-02-22T08:00:00Z,1,0.115,12.30000019,NA,122,6912.756774,0,0
SKT,902,2005,2005-03-22T08:00:00Z,1,0.139,14.60000038,NA,63,8636.447427,0,0
SKT,902,2005,2005-04-19T07:00:00Z,1,0.093,15,NA,82,7431.963289,0,0
SKT,902,2006,2006-01-17T08:00:00Z,1,0.124,10.10000038,NA,81,7363.360551,0,0
SKT,902,2006,2006-02-14T08:00:00Z,1,0.057,12.39999962,NA,65,7440.960369,4,0
SKT,902,2006,2006-03-14T08:00:00Z,1,0.093,11.19999981,NA,121,6135.633954,0,0
SKT,902,2006,2006-04-10T07:00:00Z,1,0.063,14.39999962,NA,39,6147.630062,1,0
SKT,902,2006,2006-05-08T07:00:00Z,1,0.02,18.29999924,NA,82,5478.097329,0,0
SKT,902,2007,2007-01-08T08:00:00Z,1,0.361,7.300000191,NA,58,6028.793625,0,0
SKT,902,2007,2007-02-05T08:00:00Z,1,0.203,8.899999619,NA,180,5306.403044,0,0
SKT,902,2007,2007-03-05T08:00:00Z,1,0.088,12.39999962,NA,135,4979.509123,0,0
SKT,902,2007,2007-04-02T07:00:00Z,1,0.116,16.29999924,NA,98,3500.614032,0,0
SKT,902,2007,2007-04-30T07:00:00Z,1,0.113,19.5,NA,NA,3269.31409,0,0
SKT,902,2008,2008-01-07T08:00:00Z,1,0.215,7.599999905,NA,53,4169.771887,0,0
SKT,902,2008,2008-02-05T08:00:00Z,1,0.076,7.300000191,NA,30,5158.700974,0,0
SKT,902,2008,2008-03-11T07:00:00Z,1,0.11,13.89999962,NA,65,6042.664124,0,0
SKT,902,2008,2008-04-07T07:00:00Z,1,0.117,14.60000038,NA,77,6690.453912,0,0
SKT,902,2008,2008-05-05T07:00:00Z,1,0.121,18,NA,72,6685.205616,0,0
SKT,902,2009,2009-01-12T08:00:00Z,1,0.409,7.699999809,NA,188,6200.487909,0,0
SKT,902,2009,2009-02-09T08:00:00Z,1,0.359,9.899999619,NA,148,5925.3272,0,0
SKT,902,2009,2009-03-16T07:00:00Z,1,0.106,13.19999981,NA,77,5371.631877,0,0
SKT,902,2009,2009-04-13T07:00:00Z,1,0.091,16,NA,135,5900.585229,0,0
SKT,902,2009,2009-05-13T07:00:00Z,1,0.102,18.79999924,NA,112,5398.24824,0,0
SKT,902,2010,2010-01-11T08:00:00Z,1,0.464,8.699999809,3,200,4603.13126,0,0
SKT,902,2010,2010-02-08T08:00:00Z,1,0.127,10.60000038,21,67,4909.406872,0,0
SKT,902,2010,2010-03-08T08:00:00Z,1,0.105,12.5,6,139,5966.18894,0,0
SKT,902,2010,2010-04-05T07:00:00Z,1,0.102,13.10000038,4,200,6165.624222,0,0
SKT,902,2010,2010-05-03T07:00:00Z,1,0.131,17.20000076,11,99,6917.630193,0,0
SKT,902,2011,2011-01-10T08:00:00Z,1,0.043,7.5,8,93,8884.991773,0,0
SKT,902,2011,2011-02-07T08:00:00Z,1,0.054,11,6,40,8528.482463,0,0
SKT,902,2011,2011-03-07T08:00:00Z,1,0.077,11.89999962,22,47,6804.416931,0,0
SKT,902,2011,2011-04-04T07:00:00Z,1,0.037,15.60000038,12,75,7583.039264,0,0
SKT,902,2011,2011-05-02T07:00:00Z,1,0.035,16.20000076,9,102,9264.743542,0,0
SKT,902,2012,2012-01-17T08:00:00Z,1,0.431,7.599999905,3,181,7149.305013,0,0
SKT,902,2012,2012-02-13T08:00:00Z,1,0.219,11.10000038,8,102,7418.842547,0,0
SKT,902,2012,2012-03-05T08:00:00Z,1,0.101,12,5,147,6687.080007,0,0
