SurveySeason,Review_Region,Review_Stratum,SubRegion,StationCode,Year,Station_Surveys,Station_Tows,Station_Volume,Subregion_Surveys,Subregion_Tows,Subregion_Volume,Strata_Surveys,Strata_Tows,Strata_Volume,Region_Surveys,Region_Tows,Region_Volume
SLS,Confluence,Confluence,Lower Sacramento River,513,2011,5,5,1.06209244218,20,20,4.00910117608,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Lower Sacramento River,513,2012,6,6,1.18171679549,24,24,4.79691568741,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Lower Sacramento River,513,2013,6,6,1.0853789716,24,24,4.49181442556,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Lower Sacramento River,513,2014,6,6,1.13050035098,24,24,4.6513798500400005,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Lower Sacramento River,513,2015,6,6,1.1791415559,24,24,4.9096594778,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Lower Sacramento River,513,2016,6,6,1.0470983831,24,24,4.2448698292,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Lower Sacramento River,513,2017,6,6,0.98547160712,23,23,3.84694062599,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Lower Sacramento River,513,2018,6,6,0.9371286925000001,24,24,3.89269835801,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Lower Sacramento River,513,2019,6,6,0.9936944763900001,24,24,3.970243893,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Lower Sacramento River,513,2020,6,6,0.9350008883600001,22,22,3.33951899666,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Lower Sacramento River,703,2009,5,5,0.9527292751900001,20,20,3.91473206817,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Lower Sacramento River,703,2010,6,6,1.23769594179,24,24,5.06939393345,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Lower Sacramento River,703,2011,5,5,0.98795735962,20,20,4.00910117608,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Lower Sacramento River,703,2012,6,6,1.20331301321,24,24,4.79691568741,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Lower Sacramento River,703,2013,6,6,1.0664872526,24,24,4.49181442556,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Lower Sacramento River,703,2014,6,6,1.20717090109,24,24,4.6513798500400005,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Lower Sacramento River,703,2015,6,6,1.26349805274,24,24,4.9096594778,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Lower Sacramento River,703,2016,6,6,1.06532392043,24,24,4.2448698292,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Lower Sacramento River,703,2017,6,6,1.0229368688,23,23,3.84694062599,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Lower Sacramento River,703,2018,6,6,0.99272006141,24,24,3.89269835801,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Lower Sacramento River,703,2019,6,6,1.01029930309,24,24,3.970243893,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Lower Sacramento River,703,2020,5,5,0.73151718871,22,22,3.33951899666,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Lower Sacramento River,704,2009,5,5,0.96209559061,20,20,3.91473206817,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Lower Sacramento River,704,2010,6,6,1.18383465662,24,24,5.06939393345,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Lower Sacramento River,704,2011,5,5,0.9765726131700001,20,20,4.00910117608,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Lower Sacramento River,704,2012,6,6,1.2206138506100002,24,24,4.79691568741,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Lower Sacramento River,704,2013,6,6,1.08019866339,24,24,4.49181442556,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Lower Sacramento River,704,2014,6,6,1.15891747356,24,24,4.6513798500400005,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Lower Sacramento River,704,2015,6,6,1.24736054751,24,24,4.9096594778,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Lower Sacramento River,704,2016,6,6,1.08444432866,24,24,4.2448698292,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Lower Sacramento River,704,2017,5,5,0.81009679674,23,23,3.84694062599,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Lower Sacramento River,704,2018,6,6,0.96858837614,24,24,3.89269835801,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Lower Sacramento River,704,2019,6,6,0.98257819121,24,24,3.970243893,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Lower Sacramento River,704,2020,6,6,0.87144516844,22,22,3.33951899666,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Lower Sacramento River,706,2009,5,5,0.93596536033,20,20,3.91473206817,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Lower Sacramento River,706,2010,6,6,1.22499871802,24,24,5.06939393345,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Lower Sacramento River,706,2011,5,5,0.9824787611100001,20,20,4.00910117608,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Lower Sacramento River,706,2012,6,6,1.1912720281,24,24,4.79691568741,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Lower Sacramento River,706,2013,6,6,1.2597495379699999,24,24,4.49181442556,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Lower Sacramento River,706,2014,6,6,1.1547911244100002,24,24,4.6513798500400005,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Lower Sacramento River,706,2015,6,6,1.21965932165,24,24,4.9096594778,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Lower Sacramento River,706,2016,6,6,1.04800319701,24,24,4.2448698292,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Lower Sacramento River,706,2017,6,6,1.02843535333,23,23,3.84694062599,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Lower Sacramento River,706,2018,6,6,0.99426122796,24,24,3.89269835801,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Lower Sacramento River,706,2019,6,6,0.98367192231,24,24,3.970243893,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Lower Sacramento River,706,2020,5,5,0.80155575115,22,22,3.33951899666,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2009,5,5,0.9764731830700001,15,15,2.8413940816800003,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2010,6,6,1.25307777826,18,18,3.66798633201,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2011,5,5,0.9614492949600001,15,15,2.86278149619,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2012,6,6,1.18098101275,18,18,3.50558714968,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2013,6,6,1.20734987527,18,18,3.63848542134,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2014,6,6,1.17459760033,18,18,3.47616578309,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2015,6,6,1.25780070801,18,18,3.72782336619,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2016,6,6,1.0666264547400002,17,17,3.0671302377100003,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2017,6,6,0.96577450431,16,16,2.7503359961,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2018,6,6,0.9670273235700001,18,18,2.9162748899900004,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2019,6,6,0.98832525099,18,18,3.0526134431100003,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Sacramento River near Rio Vista,705,2020,6,6,0.95590109538,15,15,2.38932518902,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2009,5,5,0.95032306677,15,15,2.8413940816800003,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2010,6,6,1.23965471476,18,18,3.66798633201,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2011,5,5,0.98190206653,15,15,2.86278149619,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2012,6,6,1.1971085749700001,18,18,3.50558714968,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2013,6,6,1.25071134188,18,18,3.63848542134,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2014,6,6,1.1334037099,18,18,3.47616578309,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2015,6,6,1.26230489154,18,18,3.72782336619,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2016,6,6,1.0816006278,17,17,3.0671302377100003,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2017,5,5,0.8575945555100001,16,16,2.7503359961,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2018,6,6,0.9605047090100001,18,18,2.9162748899900004,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2019,6,6,1.07196585111,18,18,3.0526134431100003,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Sacramento River near Rio Vista,707,2020,5,5,0.78719804471,15,15,2.38932518902,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2009,5,5,0.9145978318400001,15,15,2.8413940816800003,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2010,6,6,1.17525383899,18,18,3.66798633201,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2011,5,5,0.9194301347,15,15,2.86278149619,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2012,6,6,1.12749756196,18,18,3.50558714968,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2013,6,6,1.18042420419,18,18,3.63848542134,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2014,6,6,1.16816447286,18,18,3.47616578309,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2015,6,6,1.20771776664,18,18,3.72782336619,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2016,5,5,0.91890315517,17,17,3.0671302377100003,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2017,5,5,0.92696693628,16,16,2.7503359961,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2018,6,6,0.9887428574100001,18,18,2.9162748899900004,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2019,6,6,0.9923223410099999,18,18,3.0526134431100003,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,Sacramento River near Rio Vista,711,2020,4,4,0.64622604893,15,15,2.38932518902,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2009,5,5,1.0586422177100001,10,10,1.96378424704,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2010,6,6,1.3847431166800002,12,12,2.59003478888,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2011,5,5,1.02852484042,10,10,2.05966469247,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2012,6,6,1.05361105465,12,12,2.21015214882,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2013,6,6,1.08601532424,12,12,2.30599282221,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2014,6,6,1.2554044426,12,12,2.39332227904,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2015,6,6,1.19619381805,12,12,2.33903344444,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2016,5,5,1.0735070176600001,11,11,2.1254377036200003,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2017,6,6,1.1560538866799999,12,12,2.20647323512,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2018,6,6,1.03967095463,12,12,2.07075114862,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2019,6,6,1.1959551858100002,10,10,1.8889531537800002,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,809,2020,6,6,1.18864707346,11,11,1.9627302879800002,64,64,10.36921712365,64,64,10.36921712365
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2009,5,5,0.9051420293300001,10,10,1.96378424704,60,60,11.74612514845,60,60,11.74612514845
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2010,6,6,1.2052916722,12,12,2.59003478888,72,72,15.492730860530001,72,72,15.492730860530001
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2011,5,5,1.0311398520500001,10,10,2.05966469247,60,60,12.01216032401,60,60,12.01216032401
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2012,6,6,1.15654109417,12,12,2.21015214882,72,72,14.19219509554,72,72,14.19219509554
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2013,6,6,1.21997749797,12,12,2.30599282221,72,72,13.836921405230001,72,72,13.836921405230001
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2014,6,6,1.13791783644,12,12,2.39332227904,72,72,13.96199452802,72,72,13.96199452802
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2015,6,6,1.14283962639,12,12,2.33903344444,72,72,14.66132619336,72,72,14.66132619336
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2016,6,6,1.05193068596,11,11,2.1254377036200003,70,70,12.79509281743,70,70,12.79509281743
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2017,6,6,1.05041934844,12,12,2.20647323512,69,69,11.95610163363,69,69,11.95610163363
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2018,6,6,1.03108019399,12,12,2.07075114862,72,72,11.97594788159,72,72,11.97594788159
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2019,4,4,0.69299796797,10,10,1.8889531537800002,70,70,12.03645109744,70,70,12.03645109744
SLS,Confluence,Confluence,San Joaquin River at Twitchell Island,812,2020,5,5,0.7740832145200001,11,11,1.9627302879800002,64,64,10.36921712365,64,64,10.36921712365
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2009,5,5,1.03348640241,10,10,2.05912776993,10,10,2.05912776993,10,10,2.05912776993
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2010,6,6,1.24639607554,12,12,2.4945222348200002,12,12,2.4945222348200002,12,12,2.4945222348200002
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2011,5,5,1.0696193007500001,10,10,2.08613298509,10,10,2.08613298509,10,10,2.08613298509
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2012,6,6,1.2303977724500001,12,12,2.44868495872,12,12,2.44868495872,12,12,2.44868495872
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2013,6,6,1.20686266778,12,12,2.39792589267,12,12,2.39792589267,12,12,2.39792589267
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2014,6,6,1.1744882272200001,12,12,2.31893862123,12,12,2.31893862123,12,12,2.31893862123
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2015,6,6,1.194155501,12,12,2.46237648349,12,12,2.46237648349,12,12,2.46237648349
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2016,6,6,1.13640649892,12,12,2.29020332233,12,12,2.29020332233,12,12,2.29020332233
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2017,6,6,0.9996901114200001,12,12,2.02189119748,12,12,2.02189119748,12,12,2.02189119748
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2018,6,6,1.01940710025,12,12,1.99812740358,12,12,1.99812740358,12,12,1.99812740358
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2019,6,6,1.0225391484,12,12,2.09969525073,12,12,2.09969525073,12,12,2.09969525073
SLS,North,Cache Slough,Cache Slough and Liberty Island,716.1,2020,5,5,0.75878092213,10,10,1.54279720364,10,10,1.54279720364,10,10,1.54279720364
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2009,5,5,1.02564136752,10,10,2.05912776993,10,10,2.05912776993,10,10,2.05912776993
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2010,6,6,1.2481261592800001,12,12,2.4945222348200002,12,12,2.4945222348200002,12,12,2.4945222348200002
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2011,5,5,1.01651368434,10,10,2.08613298509,10,10,2.08613298509,10,10,2.08613298509
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2012,6,6,1.21828718627,12,12,2.44868495872,12,12,2.44868495872,12,12,2.44868495872
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2013,6,6,1.19106322489,12,12,2.39792589267,12,12,2.39792589267,12,12,2.39792589267
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2014,6,6,1.14445039401,12,12,2.31893862123,12,12,2.31893862123,12,12,2.31893862123
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2015,6,6,1.26822098249,12,12,2.46237648349,12,12,2.46237648349,12,12,2.46237648349
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2016,6,6,1.15379682341,12,12,2.29020332233,12,12,2.29020332233,12,12,2.29020332233
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2017,6,6,1.02220108606,12,12,2.02189119748,12,12,2.02189119748,12,12,2.02189119748
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2018,6,6,0.97872030333,12,12,1.99812740358,12,12,1.99812740358,12,12,1.99812740358
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2019,6,6,1.07715610233,12,12,2.09969525073,12,12,2.09969525073,12,12,2.09969525073
SLS,North,Cache Slough,Cache Slough and Liberty Island,723,2020,5,5,0.78401628151,10,10,1.54279720364,10,10,1.54279720364,10,10,1.54279720364
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2009,5,5,0.96331858084,5,5,0.96331858084,5,5,0.96331858084,50,50,9.97328646545
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2010,6,6,1.2543405405299999,6,6,1.2543405405299999,6,6,1.2543405405299999,60,60,12.825488599
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2011,5,5,0.96315949268,5,5,0.96315949268,5,5,0.96315949268,50,50,9.943656295650001
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2012,6,6,1.10952059988,6,6,1.10952059988,6,6,1.10952059988,59,59,11.609637450180001
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2013,6,6,1.250830658,6,6,1.250830658,6,6,1.250830658,60,60,12.40378565888
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2014,6,6,1.19114276897,6,6,1.19114276897,6,6,1.19114276897,60,60,11.94042150686
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2015,6,6,1.21134696529,6,6,1.21134696529,6,6,1.21134696529,60,60,12.33980238953
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2016,6,6,1.13989649543,6,6,1.13989649543,6,6,1.13989649543,60,60,11.13505758288
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2017,6,6,1.09116580342,6,6,1.09116580342,6,6,1.09116580342,54,54,9.45993880216
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2018,6,6,1.01917841102,6,6,1.01917841102,6,6,1.01917841102,59,59,10.180091130440001
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2019,6,6,1.10760159895,6,6,1.10760159895,6,6,1.10760159895,58,58,10.64471804473
SLS,South,North and South Forks Mokelumne River,North and South Forks Mokelumne River,919,2020,6,6,0.95454884602,6,6,0.95454884602,6,6,0.95454884602,58,58,9.47752798685
SLS,South,South,Franks Tract,901,2009,5,5,0.9688667804200001,5,5,0.9688667804200001,45,45,9.00996788461,50,50,9.97328646545
SLS,South,South,Franks Tract,901,2010,6,6,1.26333896458,6,6,1.26333896458,54,54,11.57114805847,60,60,12.825488599
SLS,South,South,Franks Tract,901,2011,5,5,0.95947063597,5,5,0.95947063597,45,45,8.98049680297,50,50,9.943656295650001
SLS,South,South,Franks Tract,901,2012,6,6,1.1417558383,6,6,1.1417558383,53,53,10.5001168503,59,59,11.609637450180001
SLS,South,South,Franks Tract,901,2013,6,6,1.2003400532200001,6,6,1.2003400532200001,54,54,11.15295500088,60,60,12.40378565888
SLS,South,South,Franks Tract,901,2014,6,6,1.15433374595,6,6,1.15433374595,54,54,10.74927873789,60,60,11.94042150686
SLS,South,South,Franks Tract,901,2015,6,6,1.19500065685,6,6,1.19500065685,54,54,11.12845542424,60,60,12.33980238953
SLS,South,South,Franks Tract,901,2016,6,6,1.20130452519,6,6,1.20130452519,54,54,9.99516108745,60,60,11.13505758288
SLS,South,South,Franks Tract,901,2017,5,5,0.9132157534500001,5,5,0.9132157534500001,48,48,8.36877299874,54,54,9.45993880216
SLS,South,South,Franks Tract,901,2018,6,6,1.06804830517,6,6,1.06804830517,53,53,9.16091271942,59,59,10.180091130440001
SLS,South,South,Franks Tract,901,2019,4,4,0.69825782026,4,4,0.69825782026,52,52,9.53711644578,58,58,10.64471804473
SLS,South,South,Franks Tract,901,2020,6,6,0.93178929613000006,6,6,0.93178929613000006,52,52,8.52297914083,58,58,9.47752798685
SLS,South,South,Holland Cut,902,2009,5,5,1.01416713398,5,5,1.01416713398,45,45,9.00996788461,50,50,9.97328646545
SLS,South,South,Holland Cut,902,2010,6,6,1.3100711115800001,6,6,1.3100711115800001,54,54,11.57114805847,60,60,12.825488599
SLS,South,South,Holland Cut,902,2011,5,5,1.0228473817100001,5,5,1.0228473817100001,45,45,8.98049680297,50,50,9.943656295650001
SLS,South,South,Holland Cut,902,2012,6,6,1.16098561964,6,6,1.16098561964,53,53,10.5001168503,59,59,11.609637450180001
SLS,South,South,Holland Cut,902,2013,6,6,1.24129531141,6,6,1.24129531141,54,54,11.15295500088,60,60,12.40378565888
SLS,South,South,Holland Cut,902,2014,6,6,1.21531422628,6,6,1.21531422628,54,54,10.74927873789,60,60,11.94042150686
SLS,South,South,Holland Cut,902,2015,6,6,1.21649744447,6,6,1.21649744447,54,54,11.12845542424,60,60,12.33980238953
SLS,South,South,Holland Cut,902,2016,6,6,1.0608793949600002,6,6,1.0608793949600002,54,54,9.99516108745,60,60,11.13505758288
SLS,South,South,Holland Cut,902,2017,6,6,1.01586738869,6,6,1.01586738869,48,48,8.36877299874,54,54,9.45993880216
SLS,South,South,Holland Cut,902,2018,5,5,0.8955669107,5,5,0.8955669107,53,53,9.16091271942,59,59,10.180091130440001
SLS,South,South,Holland Cut,902,2019,6,6,1.04871909373,6,6,1.04871909373,52,52,9.53711644578,58,58,10.64471804473
SLS,South,South,Holland Cut,902,2020,5,5,0.7675804859800001,5,5,0.7675804859800001,52,52,8.52297914083,58,58,9.47752798685
SLS,South,South,Victoria Canal,918,2009,5,5,0.98141485904,5,5,0.98141485904,45,45,9.00996788461,50,50,9.97328646545
SLS,South,South,Victoria Canal,918,2010,6,6,1.2374771955700001,6,6,1.2374771955700001,54,54,11.57114805847,60,60,12.825488599
SLS,South,South,Victoria Canal,918,2011,5,5,1.01545972528,5,5,1.01545972528,45,45,8.98049680297,50,50,9.943656295650001
SLS,South,South,Victoria Canal,918,2012,6,6,1.22051442051,6,6,1.22051442051,53,53,10.5001168503,59,59,11.609637450180001
SLS,South,South,Victoria Canal,918,2013,6,6,1.23458377966,6,6,1.23458377966,54,54,11.15295500088,60,60,12.40378565888
SLS,South,South,Victoria Canal,918,2014,6,6,1.14567338424,6,6,1.14567338424,54,54,10.74927873789,60,60,11.94042150686
SLS,South,South,Victoria Canal,918,2015,6,6,1.19447367732,6,6,1.19447367732,54,54,11.12845542424,60,60,12.33980238953
SLS,South,South,Victoria Canal,918,2016,6,6,0.9530772805400001,6,6,0.9530772805400001,54,54,9.99516108745,60,60,11.13505758288
SLS,South,South,Victoria Canal,918,2017,5,5,0.81679838548000006,5,5,0.81679838548000006,48,48,8.36877299874,54,54,9.45993880216
SLS,South,South,Victoria Canal,918,2018,6,6,1.03594232588,6,6,1.03594232588,53,53,9.16091271942,59,59,10.180091130440001
SLS,South,South,Victoria Canal,918,2019,6,6,1.1020633423800001,6,6,1.1020633423800001,52,52,9.53711644578,58,58,10.64471804473
SLS,South,South,Victoria Canal,918,2020,5,5,0.8067460023699999,5,5,0.8067460023699999,52,52,8.52297914083,58,58,9.47752798685
SLS,South,South,Old River,915,2009,5,5,0.98765906932,5,5,0.98765906932,45,45,9.00996788461,50,50,9.97328646545
SLS,South,South,Old River,915,2010,6,6,1.24114616626,6,6,1.24114616626,54,54,11.57114805847,60,60,12.825488599
SLS,South,South,Old River,915,2011,5,5,0.99411208281,5,5,0.99411208281,45,45,8.98049680297,50,50,9.943656295650001
SLS,South,South,Old River,915,2012,6,6,1.23200854007,6,6,1.23200854007,53,53,10.5001168503,59,59,11.609637450180001
SLS,South,South,Old River,915,2013,6,6,1.26887722115,6,6,1.26887722115,54,54,11.15295500088,60,60,12.40378565888
SLS,South,South,Old River,915,2014,6,6,1.2038399927399999,6,6,1.2038399927399999,54,54,10.74927873789,60,60,11.94042150686
SLS,South,South,Old River,915,2015,6,6,1.18438152217,6,6,1.18438152217,54,54,11.12845542424,60,60,12.33980238953
